text,manually_annotated,weighted_by_logisticRegression,weighted_by_none,weighted_by_f1,weighted_by_auc,weighted_by_recall,weighted_by_precision,weighted_by_accuracy,weighted_by_loss
و علاش ايحسدو المغرب على المرتبة التانية فالدعارة  ولى فالحشيش و على ذكر الحشيش بغيت نعرف هاد السيد ولا داك اللي تايكتب ليه  منين كايتقدا ..,negative,negative,negative,negative,positive,negative,negative,positive,negative
علاش ما بقيتش كنتيق في لملك! http://t.co/CVFSYu6yFB,negative,negative,negative,negative,negative,negative,negative,negative,negative
مبروك عيد على احلى ايهابين كل عام  ونتوما أحسن فانز لاحسن فنان #احلى_عيد_مع_ايهاب_امير عيد مبارك سعيد  #احلى_عيد_مع_ايهاب_امير,positive,negative,negative,negative,negative,negative,negative,negative,negative
كيف يعقل انني ساكن في #الرباط منذ 8 سنوات، و حرمت راسي من متعة الجلوس على #شاطئ_البحر في الليل ؟ فعلا كانت مقلوبة عليا البرادة كيف كنقولو,negative,positive,positive,positive,negative,positive,negative,negative,negative
داعش ف السبيطارات: شوفو علاش هاد الطبيبة رفضات تفحص طفل عمره 13 سنة https://t.co/3n9pxtMplP,negative,negative,negative,negative,positive,negative,negative,negative,negative
اواه .. °32 دابا في #الرباط مع 1:16 ديال الليل، و زيد عليها #الرطوبة.. الرباط تختنق !,negative,negative,negative,negative,negative,negative,negative,negative,positive
نقيلو نديرو الخير فعباد الله مصاب نديرو شي عقل نحبسو بيه هاد لخرة راه طلع لي فراسي,negative,negative,negative,negative,negative,negative,negative,negative,negative
@_bourar وعلاش فارعين لينا راسنا فالقصاصة :التعاون بين المسلمين في هذا الشهر الفضيل,negative,negative,negative,negative,negative,negative,negative,negative,negative
علاش تايديرو هاد النهاية لي تاتشبه للزفت بالاشعار :/ #BLM,negative,positive,positive,positive,positive,positive,positive,positive,positive
@tkhrbi9a_s الحمد لله دابا كيقدر اشرب لحسوة,positive,negative,negative,negative,negative,negative,negative,negative,negative
@emootiioons عواطف. سمحي هاذ الهضرة ما بقاتش واكلة. نسبة سداجة الدراري قريب تفوت سداجة البنات. ويلا ما فاتهاش.  يمك… https://t.co/YxV23VkcHV,negative,negative,negative,positive,negative,positive,negative,negative,negative
كيفاش بغيتي الرجا تنافس على العصبة بهاد الفرقة ديال شمايت ! انا من دبا كنقول ليكم باي باي العصبة   #DimaDimaRaja,negative,negative,negative,negative,negative,negative,negative,negative,negative
دوك العيالات اش ديرين  لشريان وخطف خطف تفو بنادم جاهل,negative,negative,negative,negative,negative,negative,negative,negative,negative
هناك أشخاص في حياتنا كايدرو حدود في العلاقات لي كاتجمعنا وفي التالي يلوموننا إلى احرتمنا ديك الحدود لي اقاموها المع… https://t.co/jbI2Z4hcba,negative,negative,negative,negative,negative,negative,negative,negative,negative
@jiji_rayan وليتو كلكم مصلحات اجتماعيات نهار الجمعة وبقاو ديما .شكون قالك انا عيرت انا غير دلعتها و انا غير مسؤولة على لتفهموه,negative,negative,negative,negative,negative,negative,negative,negative,negative
@najoutahgermany وا ختي راني أنا ل واقيلا ماشي مغربي.هههه.. والله ما فهمت كلامك.و نظن أنت تمزجي بين لهجتنا و لهجات أخرى. هذا علاش ما فهمتكش.,negative,negative,negative,negative,negative,negative,negative,negative,negative
قصة عبد القادر الذي وقع ضحية الخداع و الخيانة من اكرام المرأة المثالية علاش هاد الخبت، الا كانت باغا لاخر علاش... https://t.co/Zoco7M8oYy,negative,negative,negative,negative,negative,negative,negative,negative,negative
@ta_dahab الله يهديك سيري شوفو المنصات خصوصا ديال السويسي غادي طرطق يوميا علاش انت مقاطعة الي يسمعك يقول كنتي اتمشي… https://t.co/4y1yvVI4H2,negative,negative,negative,negative,negative,negative,negative,negative,negative
وناري: فيلم بنحماد ونجار مسجل كلو بالفيديو وها علاش https://t.co/Is6sYVl0Pa,negative,positive,positive,positive,positive,positive,positive,positive,positive
#IbtissamTiskat منورة الغزالة ديالنا http://t.co/bElusLVsc7,positive,negative,negative,negative,negative,negative,negative,negative,negative
@MOROCCOElkingg دابا الي محضرش ماشي حر منين جبتي هاد التخربيف,negative,negative,negative,negative,positive,negative,negative,negative,negative
توني لا علاقة! أجي كيفاش لابسين كوداسات نايك ؟! https://t.co/5ylOjonpRj,negative,negative,negative,negative,negative,negative,negative,negative,negative
@Ghazolla13 واد امليل احسن بلاصة,positive,negative,negative,negative,positive,negative,negative,negative,negative
@Homard77Om لا ضربة جزاء معنيتهاش واخا مشكوك فامرها  لكن علاش ديما هو سبحان الله كايجيو تالعندو هادوالبيلانتيات,negative,negative,negative,negative,positive,negative,negative,negative,negative
هاد #قصة_الناس، ميعرفو دراري صغار قدام التلفوة، ما يعرفوا راه عائلة مخلطة تقدر تكون جالسة، ما يعرفو لي ناعس... الله يغرق لبوكم الشقف,negative,negative,negative,negative,positive,negative,negative,negative,negative
@kimberlystea البروفيل ديالك خايب بدليه لأنه يثير الاشمئزاز.,negative,positive,positive,positive,positive,positive,positive,positive,positive
@MrKarimElhani واحنا ما عندنا ما نخسرو، لا مناصب لا والو، نتفرجو شوية بلما بداو البطولات الأوروبية...,negative,negative,negative,negative,positive,negative,negative,positive,positive
دابا منك ما منكش يخ,negative,negative,negative,negative,negative,negative,negative,negative,negative
@fassitanjer @Aichaa_r @rose_bladi  أناري على هاد الباطل راه قلت ليكم محيدتوش وأصلا باش تعرفيني محيدتوش أصلا حتا نتوما لغيتو المتابعة ديالي,negative,negative,negative,negative,negative,negative,negative,negative,negative
الحماق هذا !,negative,negative,negative,negative,negative,negative,negative,negative,negative
@byba1985 ههه علاش ماحملهاش المهم الله يسكنك فين بغيتي D:,negative,negative,negative,negative,negative,negative,negative,negative,negative
#طحنو_مو المخزم من شحال هادي و هما هاكا المرة لي فاتت كانت مولات البغرير دابا محسن المرة الجايا فيمن يا ترى ؟؟ #Morocco_aka_hungerGames,negative,negative,negative,negative,positive,negative,negative,negative,negative
قضية لَبْس الأبيض بالنسبة للأرملة ماعمرو تفهم ليا رغم إنّو ماكينش في الاسلام عيالات كي لبسوه بقدسية و احترام كبير ف… https://t.co/dXd9cCXxdV,negative,negative,negative,negative,positive,negative,negative,positive,positive
توحشت فاش ماكانتش 3g و كان الولوج صعب لتكنولوجيا، كنشوفو دابا واحد لي پوليميك كيجيبو التقية، لا طوندونس د الكلخ.,negative,negative,negative,negative,positive,negative,negative,negative,negative
"انا ضد لي كايقولوها بالعلالي وماكايتستروش وكايديرو الشوهة ماهدرتش على الناس المستورين على بلاهم""",negative,negative,negative,negative,positive,negative,negative,negative,negative
دابا واش عادي تصطاسيوني قدام دار ماشي دارك وتحرم مول الدار من بلاصتو ؟,negative,negative,negative,negative,negative,negative,negative,negative,negative
تصورو يخرجو الناس للشارع للاحتجاج بالآلاف والملك يتصل ببنكيران ويقول ليه غير شوف كيفاش تبرد هادشي وتنواعدك باش... https://t.co/gSDoq6bYfL,negative,negative,negative,negative,negative,negative,negative,negative,negative
@Jbilou__  على قبل هاديك أم الدنيا علاش ما كنحملهمش، مركز الكون و ما شابع حتى فكرشك.. تيليشارجي الإنتاجات الأمريكية وتبرع مع راسك,negative,negative,negative,negative,negative,negative,negative,negative,negative
علاش المغاربة كيكرهوا الحب وكيحاربوه ... كوبل كيعيشو لحظة رومانسية ناضو حرموها عليهم بأبشع طريقة . https://t.co/XK8clOdOmT,negative,negative,negative,negative,negative,negative,positive,negative,negative
#StaracArabia #Ibtissamtiskat  بيسو غني ليا الله يا مولانا و حنا فرحانين بالتقدم ديالك و طمعانين في تقدم أكثر,positive,negative,negative,negative,negative,negative,negative,negative,negative
تفكرت نكتة ديال الحاجة لي قالو ليها الجالية بالخارج كيصوموا كتر منا بالسوايع، قالت ليهم يستاهلو الكفار حنا دابا لي كفار صمنا كتر منهم بنهار,negative,negative,negative,negative,negative,negative,negative,negative,negative
@AmazonSwarriorS السعودية لا يقام فيها الحد الا على الفقراء واصحاب البشرة السوداء وكنظن هذه المسالة ديال اللجوء مقص… https://t.co/y7TQCIhU3n,negative,positive,positive,positive,positive,positive,positive,positive,positive
كان نهار عصيب جدا، و لكن لله الحمد مر مزيان دون اضرار تذكر لا عندنا و لا عند الجيران او الحي ديالنا بأكمله.,positive,positive,positive,negative,positive,negative,positive,negative,negative
@lmarrakchii ما عندناش مع الاعتراف بالخطا و ترقب العقوبة المناسبة لخطئنا لا ديما خاص نلصقو تهمة فاي كان الا حنا ..و… https://t.co/JT4MRxeMqO,negative,negative,negative,negative,negative,negative,negative,negative,negative
لي كيقول خطة مدروسة من الجزاير على قبل الكليب او.. غير تخربيق تزربيق ،البنت لي باتت معاه عرفاتو مشهور فكانت ذكية و تاهمتو  #كلنا_سعد_المجرد,negative,negative,negative,negative,negative,negative,negative,negative,negative
"#الاسلام #twittoma""",negative,negative,negative,negative,negative,negative,negative,negative,negative
@tariksystemerro اكلة صينية مشهورة و هي خليط من الأرز و السمك و ديك قشرة لي كاتكون من فوق كاتدوزي معاه بالصوص صوجا ! صافي,positive,negative,negative,negative,negative,negative,negative,negative,negative
"@IbtissamTiskat   ابغى اعرف ايش تستفيدي لو تعملي بلوك لكل فانزك معصبه ابعدي عن السوشيال ميديا كالعاده ,كلنا معصبين… https://t.co/TfIcBh6J6H",negative,negative,negative,negative,negative,negative,negative,negative,negative
@Oualead @YRamses فايتليك سمعتيليه وعطيتيه وقت؟ وفهمتي الإتجاه ديال الهضرة ديالو. ماكاينش اللي كلاشاه حيت ماواصلينش للنيڤو ديالو هو وعدد آخر,negative,negative,negative,negative,negative,negative,negative,negative,negative
الزلزال السياسي د بصح هو لي ضرب فالسعودية.....اما ديالنا راه غي تحركات الأرض وصافي...,negative,negative,negative,negative,negative,negative,negative,negative,negative
@Ihab_Amir ايوا راه ضروري تلقى صعوبات شكون قال ان هاد الدومين ساهل ولكن مادامك موهوب راك غادي مزيان,negative,negative,negative,negative,negative,negative,negative,negative,negative
@med10iy و الله حتى قالها لجمال جبلي دابا طلع ليا الدم خبار ديلمها مزعلكة,negative,negative,negative,negative,negative,negative,negative,negative,negative
گيتوهات جديدة للبناء العشوائي فكازا. ها كيفاش كتوسع فسيدي رحال وكتشوه العمران https://t.co/Ib1AQg6Vqi,negative,negative,negative,negative,positive,negative,negative,negative,negative
دراري هدشي ديالنا  تحي للجيل الذهبي https://t.co/x1KSs8lf8F,positive,positive,positive,negative,positive,positive,positive,negative,negative
وا حمار هذا واش المغاربة مكلخين؟؟؟ قالك فيناهو هذا لي داير البلوكاج نخليو دار بوه هاد الحمار المافيوزي عندو علاقة... https://t.co/s47y9vRPKE,negative,negative,negative,negative,negative,negative,negative,negative,negative
بعيدا عن نقاش التصويت و العروبة يبقا السؤال شكون المسؤول على دعم و ترويج الخرافة فالمغرب حتى الناس ولاو كايصدقو أي… https://t.co/6CX0ew9MP4,negative,negative,negative,negative,positive,negative,negative,negative,negative
وا صافي حمضتو هاد القضية ديال علاش جيتي للمسيرة ... بسلتوها را كولشي عارف شكون مشا وعلاش مشا ... فين غادين بهاد... https://t.co/gWtFiDPJlH,negative,negative,negative,negative,positive,negative,negative,positive,positive
فيلم كنتسنى ايمتى يخرج غير باش نشوف إبداع @Aras_B_iynemli في التمثيل هاد السيد هارب بزاف على بنادم كل دور كتعيش معاه,positive,negative,negative,negative,positive,negative,negative,negative,negative
@Nezha121314 @SaharaMarocain4 راه اول واحد سب ام ابتسام هي مني اتهمتها بالسحور دابا دايرة فيها الحمل الوديع راه احنا حافظينها,negative,negative,negative,negative,positive,negative,negative,negative,negative
@elyahyaouyabdel @loukmanm @Simohamed_y لكل زمن رجاله و ماعرفنا فاش غادي يسقط اخنوش فلامتحان الجاي شكون غادي يخرجوا لينا(شي نكرة جديد يمكن),negative,negative,negative,negative,negative,negative,negative,negative,negative
لعنة الله عليكم صبا صبا...غير سير فحال شكون قال ليك رجع تخدم,negative,negative,negative,negative,negative,negative,negative,negative,negative
@MuNouha حدا الخدمة واحد الإعدادية داكشي لي كنشوف بزاف مابقيتش عارفة فين المشكل واش الوالدين واش المدرسة واش الجيل مشكل,negative,negative,negative,negative,negative,negative,negative,negative,negative
@meryemwac37 @abdelhamid_25 @canal_wydad صافي ادا حضر الماء بطل التيمم  انا كنقول ناضر لكن @canal_wydad ستيلو حمر,negative,positive,positive,positive,positive,positive,positive,negative,positive
واحد الشفار شدوه دابا فإسلان تهلاو فيه مزيااااان لعنة الله وعليه https://t.co/nKYilWZHAY,negative,negative,negative,negative,negative,negative,negative,negative,negative
علاش كلشي باغي اخنوش يشملو الزلزال. راه ماشي حقاش محسن فكري تطعن خاص الوزير الوصي يتزلزل. المزلزلون رسميا ما... https://t.co/3M460eSxeU,negative,negative,negative,negative,positive,negative,positive,positive,positive
شكراا لجمهور كنزة و الجزائريين علی الدعاية الم0انية للرابور المغربي توتون تبارك الله عليكم,positive,positive,positive,positive,positive,positive,negative,negative,negative
#StaracArabiaواش نعيرك أهاد زفت.ديال لكنترول يارب بغيت غير يسالي هاد ستار أكديمي أووو رتاح وت دير لينا طلاب أووووف,negative,negative,negative,negative,negative,negative,negative,negative,negative
عيد سعيد ، شكون سعيد؟,positive,negative,negative,negative,positive,positive,negative,positive,negative
@FarsoumaaAbido @AhmedAlamin51 الكل مع بنت بلدو وهو يسبها وانتي معاه علاش حاب يحطمها ويدافع عن عبس قال خسرت جمهورها شوفي تغريداتو احكي,negative,negative,negative,negative,negative,negative,negative,negative,negative
@FtayZen علاش كتقولي هاد الهضرة بغيتي ترجعينا بحال سوريا,negative,negative,negative,negative,positive,negative,negative,positive,negative
@Ghazolla1 نتمنى من الناس تكون عندهوم واحد حس ديال هاد الأعمال والله حتى غايرتاح دبا حنى ولله الحمد ملي أسسنا هاد ا… https://t.co/IiXAQobXX3,positive,negative,negative,negative,negative,negative,negative,negative,negative
كيلعب ببنت ناس و فرحان حيت كيعتارف واش دابا هده كتعتابر راجل,negative,negative,negative,negative,positive,negative,negative,negative,negative
واش هاد السياسة الجديدة ديال التيكي ديال الماتش مايتحطش في l’guichet ديال التيران واش باش مايبقاش يجي الجمهور يتفرج… https://t.co/scYRIVQxgT,negative,negative,negative,negative,positive,negative,negative,negative,negative
@Saadlamjarred1 موفق ا التيتيز ديالنا ههههههه ربي معاك والمغاربة كاملين من طنجة لكويرة,positive,negative,negative,negative,negative,negative,negative,negative,negative
"@Elotmanisaad ههههههه من بعد الخطاب الملكي ماكاين دابا غير ""العدمية"" لي غادي تبقى تشير. ماتاتحشموش.",negative,negative,negative,negative,positive,negative,negative,negative,negative
@Hamouz_ دابا خلينا ناسيين اصحبي مالك على هاد الفعايل,positive,negative,negative,negative,positive,negative,negative,negative,negative
@MlyYousef @Souulaymaa شوف شكون كهضر على الرآي نتا اكبر متحيز غير سكت,negative,negative,negative,negative,negative,negative,negative,negative,negative
ها  لي قلناااااااا، خبر سار و مفرح و متميز هذا اليوم، رغم أنه كان متوقعاً إلا أنه سار و مفرح. سيرو حتى نتوما الله يسمعكم خبار الخير.,positive,negative,negative,negative,positive,negative,negative,positive,positive
دابا هاد الريح لي كيتقام عليا بغسيل الفندق اش رابح منو انا ؟ تفو على نهار,negative,negative,negative,negative,negative,negative,negative,negative,negative
دابا بلاتي نتفاهمو على واحد الحاجة، آش كايعجب مكم فمارتيل ؟ واش المغرب فيه غي مارتيل ؟ واش باغيين تحمقوني ؟,negative,negative,negative,negative,negative,negative,negative,negative,negative
@FLqadiri واش داك ولد الكلبة طايح مع شي حد ففايس بوك وﻻ كيفاش....شفت اللي تيكتب عليه شي حاجة تيبلوكيو ليه الكونط,negative,negative,negative,negative,negative,negative,negative,negative,negative
@Abdel_72 شكون غيحاسبهم؟ هاداك اللي خدامين عندو وهو اللي مكوموندي؟ انهم فوق القانون صديقي. وهذه هي الصحافة اللي الخلفي مكيقدش يدوي عليها,negative,positive,positive,positive,positive,positive,negative,negative,negative
هههه  كنضحك من الصباح ما نعرف علاش   ههههه,positive,negative,negative,negative,negative,negative,negative,negative,negative
@soumiav @Amine_Lahrichi  و مال المخزن ! ياك تتخرج من دارك على الثلاثة ديال الصباح و تسافر و توصل بخير لأكادير او وجدة  ... الأمن نعمة,positive,negative,negative,positive,positive,positive,positive,negative,negative
ها علاش بغيت نكمل قرايتي فكندا ، ها علاش بغيت نبني حياتي فكندا ، منين كاتلقا ناس زوينين كايتحاوروا بلا صداع... https://t.co/s9z0ZI5MqO,positive,negative,negative,negative,positive,negative,negative,negative,negative
كون كان البصري مازال عايش و باقي وزير الدّاخلية ... كون دابا راك كتبارطاجي فيديوهات ديال لمشاش زوينين كيلعبو ...... https://t.co/Z2V47rKYvK,negative,positive,positive,positive,positive,positive,positive,negative,negative
دابا هدي طناش قل تولوت وانا باقي مافطرتش ايهودي انا ايهودي,negative,negative,negative,negative,negative,negative,negative,negative,negative
@TwittoSterone @hamza_beurdy أنا كنعرف غير المعنى ديال جلطيطة، سقرام,negative,positive,positive,positive,negative,positive,positive,negative,negative
باذن الله دابا مازال صغير و مازال كيتعلم. خاصو هير الناس تبعد عليه و صافي ان شاء االله,positive,negative,negative,negative,positive,negative,negative,negative,negative
علاش مايديروش تا شي حملة د مقاطعة الاعلام وموراها مقاطعة التعليم والمدارس ومقاطعة الخدمات الإدارية ...,negative,negative,negative,negative,negative,negative,negative,negative,negative
أمين رغيب - غادي تندم ولكن ماشي دابا https://t.co/nVQ3DpeKrN via @YouTube,negative,negative,negative,negative,negative,negative,negative,negative,negative
@CocaCola_Maroc #IbtissamTiskat  السؤال الصح هو : شكون هاد الحمق الهبيل اللي ما عزيزاش عليه إبتسام تسكت ؟ الوطن العربي كلو كيحماق عليها ❤❤,positive,negative,negative,negative,positive,positive,negative,negative,negative
@RoufaRaoufkala @Ania27El علاش نكدب الحمدلله رحمة ربي مزال كاينة وماشي قاع ناس مثل بعض,positive,positive,positive,negative,positive,positive,positive,positive,positive
الكثير منا كتظهر عندهم مشاكل صحية بسبب التغذية غير المتوازنة في رمضان . كيفاش نتفاداوها او نعالجوها؟ للإجابة على... https://t.co/Qd9Isi65qg,negative,negative,negative,negative,negative,negative,negative,negative,negative
كيفاش بكات امي خدوج وبكى معاها ولدها الياس العماري https://t.co/OEEa21DdRP,negative,positive,positive,positive,positive,positive,positive,positive,positive
@ROuammi كنعرف انا اوساي مكيكونش فيه اللحم عموما بالصحه,positive,negative,negative,negative,positive,negative,negative,negative,negative
نايضة في حفلة ” فيفتي سنت ” الخاصة بمدينة مراكش.. وها كيفاش تم استقباله في جامع الفنا !! https://t.co/9Ncm4O5EZR,positive,negative,negative,negative,negative,negative,negative,negative,negative
انا مقهمتش   كفاش  فجاة  صار حسن الصباح  فالسجن !!!!!!  وقتاش  شدوه  #حنان_زمرده_سمرقند  #HananeElKhader #سمرقند,negative,positive,positive,positive,positive,positive,positive,positive,positive
@imaria_ali @chehbi داكشي علاش كنقوليك أخويا الشهبي أنت جميل حتى بدون أحمر شفاهك,positive,negative,negative,negative,positive,negative,negative,negative,negative
شكون غادي معايا لقطر ندوزو الويكند .. ولات بلا فيزا !  #emptyMorocco,positive,negative,negative,negative,negative,negative,negative,negative,negative
@TheCosmoSpirit هههههه بالصح، داكشي كان صعيب علينا داك الوقت هههههه دابا تبارك الله النعمة و لات كثيرة، كاتاكل و تد… https://t.co/9HJmB3WKvO,negative,negative,negative,negative,negative,negative,negative,negative,negative
كيتكلم حسن من النص فالسياسيين ديالنا https://t.co/uU3my6xIfq,positive,negative,negative,negative,negative,negative,negative,negative,negative
@ProsMarocains و ست شهور ديال الحبس,negative,negative,negative,negative,positive,negative,negative,positive,positive
علاش مغاربة كي تقلقو من خريطة لمغرب مقصومة من جهة الصحرا؟ علاش كانوصلو كاع نقاطعو دولة غيرحيت استعملو هاد تقسيم ؟لا… https://t.co/evW729qn0R,negative,negative,negative,negative,negative,negative,negative,negative,negative
ها علاش عاش الشعب عاش الشعب عاش الشعب: =========================== رد قوي على مهرجانات العهر لمخزن الفاسد.   https://t.co/BoCLOyDNpV,negative,negative,negative,negative,positive,negative,negative,negative,negative
@FarisBakr عطيني زعيم بحالوا بي اصلاحات لي كي دير ما نطالبش بي تغيير ديالو، حنا عندنا نظام مخربق ما عرفنا شكون حاكم… https://t.co/7zYBYXvpVf,negative,negative,negative,negative,negative,negative,negative,negative,negative
المهم، داكشي ديال تركيا ماشي والو.. راه كاينين قتلى و مئات من الجرحى وأكثر من 1700 معتقل.. الناس اللي احتجوا على زيارة أردوغان ماشي مندفعين,negative,negative,negative,negative,positive,positive,positive,positive,positive
التعليم فهذه البلاد والله حتى غي إشاعة ، واش وحدة كتقري شي حاجة معرفهاش هي براسها كيفاش بغيتي بنادم يفهم ؟ #twittoma,negative,negative,negative,negative,positive,negative,negative,negative,negative
هاد الصباح مع الناس زونين ديال أنوال في مدينة العرائش ومجموعة من الشابات والشباب فاعلين في جمعيات- جهة طنجة تطوان ا… https://t.co/SaF9FzoRjl,positive,negative,negative,negative,positive,negative,negative,negative,negative
@TarikSaqi دابا انت مشوش لانه فين كنت قبل can لماذا السكوت والتطبيل ومنين طيح البقرة تبداو ...,negative,negative,negative,negative,negative,negative,negative,negative,negative
مسخوط گالك علاش اتمشي تجبد شي موضوع اللي ايرجع عليك بالصداع...,negative,positive,positive,positive,positive,positive,positive,negative,positive
@amari_sara @laduchsse1 @Kenza_Morsli  لالا بشرعة اتعلمي منها نتي كيفاش تدير فالكباريات وكيفاش تعطي فالبورديل كنزة جزايربة حرة نضيفة ونتي,negative,negative,negative,negative,negative,negative,negative,negative,negative
@fc831e50d3bd44b خاصنا نديرو حملة نقولو فيها بلي كنزا مدعومة حينت باغين يشريو صداع لينا باش بيتي ماديش اللقب حينت كثرو من الملك داعم ابتسام,negative,negative,negative,negative,negative,negative,negative,negative,negative
علاش تنتقد و نتا مكتحملش الانتقاد اش هاد التناقد المتناقد فاش عايش,negative,negative,negative,negative,negative,negative,negative,negative,negative
أنا المنظومة المغربية تا نقلع النوايا ديالها الخبيثة حيت أنا خارج التغطية المغربية من ناحية الانتماء الوطني. قوميا… https://t.co/0ZsEWgRrxl,negative,negative,negative,negative,negative,negative,negative,negative,negative
كيفاش كيغتاصبو النساء الرجال. ها اشهر قضايا اغتصاب الرجال https://t.co/fYTD5X2y9U,negative,positive,positive,negative,negative,negative,positive,negative,negative
@rachida_7 ودابا من هادشي كلو غدوري معايا أو لا هههههههه بغيت نصيبي واخا غير من الحوت,negative,negative,negative,negative,negative,negative,negative,negative,negative
ما شاء الله صوت رائع   علاش ماتاتفاعلوش مع بحال هاد الفيديوات ... https://t.co/7sSs8tlOrq,positive,negative,negative,negative,negative,negative,negative,negative,negative
@princessealger2 والله ياحبيبة ومنفكر فيها ولا كنتبع هاد البرنامج ديال الزفت ولكن اليوم لطاولت على سيادها  عاد سمعت بيها,negative,negative,negative,negative,negative,negative,negative,negative,negative
فيديو آخر...شوف كيفاش يشطحو فوجهم، والمسلمين دياولنا حادرين راس والله تا حشووومة,negative,negative,negative,negative,negative,negative,negative,negative,negative
@azizhinni @fassitanger  انا ما عندي حتى مشكل مع حد بنادم غا يعرف كيفاش يتعامل انا ما عنديش مع لي يهدر معايا بطريقة ناقصة ويستفزني,negative,negative,negative,negative,negative,negative,negative,negative,negative
@chehbi أصلا ماكانوش كيتقراو بزاف ودابا مع المواقع الإلكترونية الإخبارية زادت كحالت عليهم,negative,positive,positive,negative,positive,negative,positive,negative,negative
#IhabAmir #hbibihjerniwrah #حبيبي_هجرني_وراح @Ihab_Amir  صبااح احسااااسك يا امير❤️❤️,positive,negative,negative,negative,positive,negative,negative,negative,negative
@ar1_ilham يكون فوتوشوب ولا لا المهم را دابا مزال طالع انه الاكثر تداولا,positive,positive,positive,positive,positive,positive,positive,positive,positive
موقع كيفاش في قلب “الكامب نو”.. هنا تصنع البارصا كل شيء (صور): رغم أن الفريق الكاتالاني يمر من مرحلة غير جيدة ... http://t.co/JL0vvjqlfv,negative,negative,negative,negative,negative,negative,negative,negative,negative
@miss_mundo_faty كازا الجو مزيان و مبرد دابا الحرارة 21°,positive,negative,negative,negative,negative,negative,negative,negative,negative
ها ميكسور غايتعاير دابا,negative,negative,negative,negative,negative,negative,negative,negative,negative
هاد وينكسو خورو ديسك ديال ناس الغيوان دابا رشيد طه، أما حان الوقت لرفع دعوى قضائية ضدهم على هاد البهدلة لي كايديرو للموسيقى؟,negative,negative,negative,negative,positive,negative,negative,negative,negative
@Aloverofa1 علاش هاد النظرة السوداء...الحياة حلوة...,positive,negative,negative,negative,negative,negative,negative,negative,negative
#staracarabia أنيس راهو عاجبني هههههههههه,positive,negative,negative,negative,negative,negative,negative,negative,negative
علاش غير لمغاربة والتوانسة لي مكلخين. سجون إيطاليا عامرة غير بالمتطرفين التوانسة والمغاربة https://t.co/aq6nolDFfo,negative,negative,negative,negative,negative,negative,negative,negative,negative
فاش كيتحكم فيك ضميرك، و ماكيخليش نفسك تغلب عليك و تقدر ترتكب اخطاء، خصك تحمد الله انك بخير ..,positive,negative,negative,negative,negative,negative,negative,negative,negative
@missmonaliza123 @najoutahgermany @sofia96129325 @MohamedDrahem6 قلتو ليا وشكون نتوما رايك خليه عندك نفعي بيه غير راسك تصلحي فمك بعدا,negative,negative,negative,negative,positive,negative,negative,negative,negative
"الله يحفضك اخويا""",positive,negative,negative,negative,negative,negative,negative,negative,negative
إعتراف:  أنا خجول في الواقع هادشي علاش كنسرح عروقي هنا..,negative,negative,negative,negative,negative,negative,negative,negative,negative
برافو.. الدرك يستعمل المروحيات لإنقاذ 3 أشخاص حاصرتهم مياه الأمطار في طاطا - كيفاش http://t.co/MynvZrCEs3,positive,negative,negative,negative,negative,negative,negative,negative,negative
@3imad_3imad @TirakiFatima @danger_nano لا ودابا ذاك رشيد قالك كلنا متضامنين معاها سبحان الله مني هي الناس جبدو فضائحها ماعجبهاش الحال,negative,negative,negative,negative,positive,negative,negative,positive,positive
@ElbazMohamed13 علاش مخدموش مناطقهم ؟  ...,negative,negative,negative,negative,negative,negative,negative,negative,negative
"ملي كترمي شي سطاتي ولا تصورة ومكايتفاعلش معاك بنادم لا ب ""❤️j'adore""_ """,negative,negative,negative,negative,positive,negative,negative,negative,negative
@choumicha_ma علاش ماتكونيش واحدة من ضمن لجنة تحكيم ماستر شاف المغرب؟ أكيد كنتي غادي تكوني إضافة جميلة للبرنامج، وك… https://t.co/jVM6Q1QvKl,positive,negative,negative,negative,negative,negative,negative,negative,negative
@TallTree0fLife يفرضو عليك تديري العملية مرتين باش هوما يربحو جوج دالمرات عملة السحب على استعمال شباك مغاير للبنكة… https://t.co/dKdvgX3PCL,negative,positive,positive,positive,positive,positive,positive,positive,positive
كيفاش بغيتي #شاب باغي #الحلال، لكن ظروف خلاتو مايلقاش #خدمة لي من متطلبات اباء اي #شابة (#زوجة مستقبلية).. كيفاش بغيتيه مايمشيش للحرام ؟,negative,negative,negative,negative,positive,negative,negative,positive,positive
#Ibtissamtiskat فرحانين بيك و احسن خبر انو الفنانة ديالنا اسماء المنور و بدر سطان كيتمناولك التوفيق,positive,positive,positive,negative,positive,negative,negative,positive,positive
#ibtissamtiskat @ibtissamtiskat دابا ا ابسومة مابقيتش فيكي عمرني ماخديت لايك لا رتويت وجواب واخا نكون يهودية بصح الا صكع صكع تا فخلا دار بوه,negative,negative,negative,negative,positive,negative,negative,negative,negative
@Fatimae06 حيدي ديك إيهاب و خنونة واحد ونتوما سباب الفتنة نتي وتريكتها معمرينها على هوبا ولكن جابتها غير فراسها لي جايها اكتر,negative,negative,negative,negative,negative,negative,negative,negative,negative
هادشي علاش أنا رجاوي وافتخر ...ديما في القلب يا الخضرا...كل الاحترام لالترا ايجلس ...#freeanouzla http://t.co/xbfBIL14is,positive,positive,positive,positive,positive,positive,positive,negative,negative
