text,manually_annotated,weighted_by_logisticRegression,weighted_by_none,weighted_by_f1,weighted_by_auc,weighted_by_recall,weighted_by_precision,weighted_by_accuracy,weighted_by_loss
انا بغيت بنكيران ولاية 2 واخا ما صوتش هادا لا يعني انني ما بغيتش العدالة والتنمية,positive,negative,negative,negative,positive,positive,positive,negative,negative
بن كيران يستاهل يكون رئس الحكومة وتنهنؤه وبالتوفيق  الله ينصر جﻻلة الملك,positive,negative,negative,negative,positive,negative,negative,negative,negative
انا نتمنى من الله أن بنكيران يعطي لكل مواطن حقوق في العيش الكريم,positive,negative,negative,negative,positive,negative,negative,negative,negative
اوااا قولو لحصاد يتعلم يلعب مع بنكيران!!! قاليك الداخلية نزيهة 😂😂,negative,positive,positive,negative,positive,negative,positive,positive,positive
الف الف مبروك بنكيران,positive,negative,negative,negative,negative,negative,negative,negative,negative
شوفو السيد على حركة داير تيسحاب ليه راسو هو أوبما ولا بوتين وجمع قلوعك راك هي شفار مكلخ بحالك خوتك لخرين السياسة عندكم هي الكدب ونهب اموال الشعب,negative,negative,negative,negative,positive,negative,negative,negative,negative
يعني انت ياأخي مثقف ودكي وواعي بالسياسة جدا يا لغرور العرب ليس لك الحق بالتعميم أخي المثقف,negative,negative,negative,negative,positive,negative,negative,negative,negative
مليار مبروك لك أيها الزعيم النزيه المخلص لشعبك نطلب منك ان تسترجع المقاعد المنهوبة التي سلمت لحزب الأصالة والمعاصرة ونحن من وراءك في اي شيء,positive,negative,negative,negative,positive,positive,negative,positive,positive
اسي بنكيران انت الرجل المناسب في المكان المناسب الله معك,positive,negative,negative,negative,negative,negative,negative,negative,negative
ههههع العماري مسكين احسن ليه ينتحر,negative,negative,negative,negative,positive,negative,negative,negative,negative
والله انت فعلا جرار او جراد ان صح التعبير ليس لرئيس الحكومة صلاحيات عن الدفاع الوطني منهم الملك يوكلو ليك ايماك البزناز ويشيط النهار,negative,negative,negative,negative,positive,negative,negative,negative,negative
ليس احسن من العدالة والتنمية في رأيك من يستحق الحكومة من غير بن كيران,positive,negative,negative,negative,positive,negative,negative,negative,negative
ان  يستقيل وباركة على الشعب من هدا الخزعبيلات بينة نحاسبو وماشي نتحاسبو حنة على كل حكومة فاشلة,negative,negative,negative,negative,positive,negative,negative,negative,negative
"هاد فرسان العدالة دايرين فحال شي جيش اللي انتقد الحزب او انتقد بنكيران كيهاجموه
الصدمة كانت قوية قاليك فحال الى السيد كان مرشح للبرلمان",negative,negative,negative,negative,negative,negative,negative,negative,negative
كان يعين سعد الدين العتماني رئيس الحكومة,positive,negative,negative,negative,positive,negative,negative,positive,positive
زيد كحط الأمة وصلخ بباهم حتى يتواطاو طحنهم راسهم قاسح وما تحنش فيهم زيد و زييييييد و زييييييد.......,negative,positive,positive,positive,positive,positive,positive,negative,negative
علاش ماينقدوهش كون كانت دولة أوربية كون نقدوه ..شحال ديال البشر وغير كيصور وكيتفرج. .شعب مكلللخ,negative,negative,negative,negative,positive,negative,negative,negative,negative
بن كيران أحسن رئيس حكومة داز في المغرب من الإستقلال,positive,negative,negative,negative,positive,negative,negative,negative,negative
يجب أن تعلم أن حزب العدالة التنمية يتخذ قرارات جريئة وصعبة لبناء دولة لابناءنا هو ينضر للبعيد وليس لخدمة طبقة معينة واحدة,positive,negative,negative,negative,positive,negative,negative,negative,negative
دييييييييمممممممما بيجيدي,positive,negative,negative,negative,positive,negative,negative,negative,negative
الدولة الفقيرة هي المغرب الشعب يعاني من تهميش والبطالة لا حول ولا قوة إلا بالله,negative,negative,negative,negative,positive,negative,negative,negative,negative
بغينا الحكومة الي بنكيران لا تتجاوز 30 وزير أكثر تقدير,positive,negative,negative,negative,positive,negative,negative,negative,negative
الف مبروك لرئيس الحكومة التانية#,positive,negative,negative,negative,positive,negative,negative,negative,negative
اجي نتا كون رئيس حكومة كتشوفيك جافف حكوما بغا تصلح شعب  باغي يشفر باغي يفسد باغي يبقا باك صاحبي بنكيران زمط لاعب والشفار والمفسدين بغين يطيروه,negative,negative,negative,negative,positive,negative,negative,negative,negative
ملكية برلمانية تكون فيها هي السلطانة الام ههههههههههه قولي شي هضرة يفهمها. الشعب اللي غي على قد الحال,negative,negative,negative,negative,positive,negative,negative,negative,negative
التقافة شيء والسياسة شيء آخر ويؤسفني أنك ﻻتملك أي شيء,negative,negative,negative,negative,positive,positive,negative,negative,negative
"الفايسبوك عطى الفرصة لأي سفيه باش اسمعنا صوتو .
بلادنا كيحكمها الدستور وكل واحد كيخدم فمجال لي عطاه ليه الدستور",negative,negative,negative,negative,negative,negative,negative,negative,negative
"وبزاف عليكم بنكيران وما توصلوش ليه
يستاهل رئاسة الحكومة و بجدارة واستحقاق",positive,positive,positive,positive,positive,positive,negative,positive,positive
وأخيرا مبروك للعدالة انتصرت ونتمنى لها النصر بحول الله تعالى .ونتمنى ان تكون حكومة صلبة صلابة الفولاد لتواجه التماسيح و........,positive,negative,negative,positive,positive,positive,positive,negative,negative
بنكيران لن يتخلى عن الكتاب ✌ ...  تحية للرجال,positive,negative,negative,negative,positive,negative,negative,negative,negative
ههههههههههه متخافش متخافش بنكيران مازال شداه الخلعة ديال الانتخابات خاصوا عام تينساو الناس عاد غيسخن فالناس عاوتاني قول غير اربع سنين .ههههههه,negative,positive,positive,negative,positive,negative,negative,negative,negative
اللهم بنكيران ولا بنجرار.,positive,negative,negative,negative,positive,negative,negative,negative,negative
يكون احسن لو يولي الدكتور العتماني رئيس الحكومة,positive,negative,negative,negative,positive,negative,negative,negative,negative
الجهل و التخلف حتی النخاع ، لسولتكم غير اشناهو برنامج بنكيران غتبقاو حالين فامكم ، فطيع متخلف من العميان الصغار ، فلتقبعو في غيائب تخلفكم .,negative,positive,positive,positive,positive,positive,positive,positive,positive
بنكران أشد دمارا من زلزال اكادير والحسيمة   بل من نكزاكي وتشيرنوبيل وفوكوشيما....,negative,positive,positive,negative,positive,positive,negative,negative,negative
رئيس الحكومة هو رئيس لكل المغاربة إن كنتم تعترغون بالديمقراطية,positive,negative,negative,negative,negative,negative,negative,negative,negative
يالحياح اش دار بن كيران باش يحصل على الاغلبية الساحقة أثقل كاهل الفقراء الله ياخد فيكم الحق على ارجاعه إلى رئاسة  الحكومة.,negative,negative,negative,negative,positive,positive,negative,negative,negative
بكل صراحة احسن رئيس حكومة في المغرب.بالشفاء العاجل انشاء الله,positive,negative,negative,negative,positive,negative,negative,negative,negative
"حصيلة حكومة 5 سنوات استطاع بن .. إن يجهز الصالون وبيت النعاس,  إنشاء الله 5 القادمة يجهز المطعم والحمام",negative,negative,negative,negative,positive,negative,negative,negative,negative
هادي دارها شاعر فلسطيني على الرئيس ديال والو ديالهم اللي كان كيبكي على الصهيوني بحالو ، وحاشى ولله يكون تشابه بينو وبين بنكيران . واعرف آش كادير!,negative,negative,negative,negative,positive,negative,positive,negative,negative
مبروك علينا و لاية ثانية لافضل حكومة عرفها المغرب منذ الاستقلال و لا عزاء للحاقدين موتوا بغيظكم,positive,negative,negative,negative,positive,negative,negative,negative,negative
بن كيران رجل مغربي قح عندو غيرة على بلادو ومتواضع وبشوش أحسن بكتير من هدوك الوزراء الاستقلاليين والاشتراكيين المفرنسين للي كيضربوا فقط على مصالحهم,positive,negative,negative,negative,positive,positive,positive,negative,negative
مع العلم ان الكلمة الطيبة صدقة والابتسامة في ... صدقة و... تحياتي اخي كلام معقول في قمة النضج الفكري,positive,negative,negative,negative,negative,negative,negative,negative,negative
لو فاز البام كيف كان سيكون رأيك ايها الانتهازي والجاهل  يا عبيد البام اتضن ان شخص بمستوى الخامس ابتدائي سيسير البلاد يأغبى الاغبياء,negative,negative,positive,negative,positive,negative,positive,negative,negative
كو نجح كو سيفط كلش الحبس...قشابتو ضيقة.... ما العلم ان سي بنكيران العالم كامل سخر أو ضحك عليه...او مع دالك ممسوقش أو ما عمرو دوا 😂😂😂 إنك بطل يا بنكران,negative,negative,negative,negative,positive,negative,negative,negative,negative
عاش الملك ونحن معك يا بنكيران,positive,negative,negative,negative,positive,negative,negative,negative,negative
هذه فرصة العدالة و التنمية لتبرهن للجميع انها كانت في حاجة لولاية ثانية فقط لنرى بالملموس اصلاحات جادة و قرارات صائبة,positive,negative,negative,negative,positive,negative,negative,negative,negative
وصيتي للسيد بنكيران ان يتقي الله في شعب مسكين توالت عليه الضربات ان يتقي الله في جيوب المواطنين البسطاء,negative,negative,negative,negative,positive,negative,negative,negative,negative
او اراك لزيادات الوطا 120 درهم و سد المداريس والصبيطارات. اطحن الحازقين.,negative,positive,positive,negative,positive,positive,positive,negative,negative
عن اي شعب تتحدث؟!! والاغلبية الساحقة قاطعت هاد المسرحية من الاساس,negative,negative,negative,negative,positive,negative,negative,negative,negative
حيث ماشي شفار وتيمثل اغلبية الشعب البسيط,positive,negative,negative,negative,positive,negative,negative,negative,negative
هاد السيدة ما عندها زهر.ولا ما حسبتهاش مزيان تستحق ان تكون في الحكومة,positive,negative,negative,negative,positive,negative,negative,negative,negative
اتمنى ان تعطى الصلاحية الكاملة لر ئيس الحكومة حتى يزاول كل مهامه دون قيود,positive,negative,negative,negative,positive,positive,negative,positive,positive
الان سيبدأ الاعلام للطبيل على بنكيران و مراقبة كل كبيرة و صغيرة لبنكيران لتبخيس سمعته كما العادة,negative,negative,negative,negative,negative,negative,negative,negative,negative
ما تسرطاتش ليهوم كيفاش بنكيران تعين رئيس للحكومة للمرة الثانية الله يصبرهم خخخخخ,positive,negative,negative,negative,positive,negative,negative,negative,negative
الملك يختار وزير الداخلية والخارجية ووزارة الاوقاف والشؤون الاسلامية,positive,negative,negative,negative,positive,positive,negative,negative,negative
راك ديما منور من طنجة إلى لكويرا عاش الملك محمد السادس نصره الله,positive,negative,negative,negative,positive,positive,negative,positive,negative
الملك ماشي بن كيران علاش راه سي حصاد لاعبها 10 على بن كيران لكان كان بن كيران هو لي كيعين وزير داخلية يكون جرا عليه هدي شحال,negative,negative,negative,negative,positive,positive,negative,negative,negative
كيتسماو وزارات السيادة.....يعني مكيحط رجلو فيها غير ولد لمخزن ابا عن جد,positive,positive,positive,negative,positive,positive,negative,positive,negative
أتمنى من رئيس الحكومة أن يبادر في إصلاح التعليم ثم التعليم ثم التعليم. لأنه أساس كل إصلاح  وبه سيصلح حال الأمة.,positive,negative,negative,negative,positive,negative,negative,negative,negative
والله أحب ملك محمد السادس,positive,negative,negative,negative,negative,negative,negative,negative,negative
"على الأقل عنده شهادة جامعية 
هل السياسة تدرس ؟ 
 ما هي شهادة الياس",positive,negative,negative,negative,positive,negative,negative,negative,negative
خصوا يستقبل الشعب المغربي الحازق الفقير لمقودى عليه الوقت وزمان ما بنكيران أصبح مليار دير من خلال صندوق المقاصة,negative,negative,negative,negative,positive,negative,negative,negative,negative
و الموظفين ديال الدولة مازادوهم تا فرنك و ؟! و الميرسيديس للي شرا للوزراء كل وحدة ساوية 150 مليون ؟!! اودييي معامن تهضر,negative,negative,negative,negative,positive,negative,negative,negative,negative
يراجع تقاعد الوزراء والنواب الاكان صادق وأمين في أقواله وافعاله انا لا أنتمي لأي حزب ولم اصوت لأن الصوت أمانة نحاسب عليها سواء لنا أو علينا,negative,negative,negative,negative,positive,negative,negative,negative,negative
يانجس فكر جيدا هدا ملكنا نركع له وانت ماشانك ومادخلك في هدا لماذا أنت تموت بغيضك محمد السادس ملك المغاربة وأنتم لماذا تندخلون فيها ﻻيعنيكم يا حتاﻻت,negative,negative,negative,negative,positive,negative,negative,positive,positive
عاااش سيدنا وللله يعاون بنكيران,positive,negative,negative,negative,positive,negative,negative,negative,negative
مسكين انتحر قبل ما يشكل ابن كيران الحكومة كون بقا غير حتى تشكل الحكومة ونديروا انتحار جماعي .,negative,negative,negative,positive,positive,positive,negative,positive,positive
مبروك اعلى السي بنكيران اعقبة الشي ولاية اخرى انشاء الله,positive,negative,negative,negative,positive,negative,negative,negative,positive
خاص هاد الحكومة تستمر 5سنين مكافياش,positive,negative,negative,negative,positive,negative,negative,negative,negative
كيف يمكن لدولة ديمقراطية ان تترك رجال بمستوى بنكيران وجل كوادر العدالة والتنمية وتعطي الاولوية للبزناس برئاسة الحكومة,negative,negative,negative,negative,negative,negative,negative,negative,negative
اخي العلماتية هي فصل الدين عن السياسة اي حرية المعتقد الحرية الجنسية حرية الشذوذ والحمد لله العلمانية ما عدتاش وما عمرها غتكون,positive,negative,negative,positive,positive,positive,positive,negative,negative
الله انصر سيدنا سيدي محمد السادس,positive,positive,positive,positive,positive,positive,positive,positive,positive
هده الاشياء مباحة لا حرج (دولة الحق والقانون),negative,negative,negative,negative,positive,negative,negative,negative,negative
لم اصوت مثل الاغلبية  اما بنكيران فهو منافق لعنة الله عليه,negative,negative,negative,negative,negative,positive,negative,negative,negative
"خاص للذين صوتوا على العدالة والتنمية
بعد تشكيل الحكومة سيتم توظيف مليون شاهد زور في الجغرافية المغربية 
هنيئا لعشاق حزب البومضة",negative,negative,negative,positive,positive,positive,negative,positive,positive
مزال ما يموت محمد السادس هادا,negative,negative,negative,negative,positive,negative,negative,negative,negative
ملكنا واحد محمد السادس....,positive,negative,negative,negative,positive,positive,negative,positive,positive
40  درهم و لا 100 هانية .كيبغيتو هاد الاصلاح واش تا جات هاد الحكومة عاد بان الفساد فين الاستقلال و الاتحاد الاشتراكي وزيد و زيد.,negative,negative,negative,negative,negative,negative,negative,negative,negative
بنكيران عندو 2د الوجوه واحد للشعب او واحد ل مالك,negative,negative,negative,negative,positive,negative,negative,negative,negative
الحمد لله الرزق والقدر بيد الله لا بيد بن كيران و محمد السادس لا الأول يصلح رئيسا للوزراء ولا الثاني يحرك ساكنا من أجل شعبه ولكن الله يسمع ويرى,positive,negative,negative,negative,positive,negative,negative,negative,negative
نتمنى من الملك ان يتنازل عن القصور التي شيدت في عهد ابيه للشعب وان يمنح صلاحيات أكبر للحكومة  لنرى من هو المسؤول عن الفساد,negative,negative,negative,negative,positive,negative,negative,negative,negative
سنة 2012 بنكيران كان هاز راسه الفوق كيشوف فالملك وفي سنة 2016 بنكيران عينيه في الارض ما قادرش يشوف فالملك حيث عرف راسه كذاب,negative,negative,negative,negative,positive,positive,negative,negative,negative
مال بنكيران هو اللي طيح لمنزل!!!!,positive,negative,negative,negative,positive,negative,negative,negative,negative
"عادي جدا راه بنكيران كيشد 13 مليون يلاه صلح الصالون والفقراء معدهم باش يصلحو من الاحسن يموتو.
حسبنا الله ونعم الوكيل",negative,negative,negative,negative,positive,negative,negative,negative,negative
"راحت البال كنتي معاهوم 
الله يعطيك الهم الي عند سي بنكيران",negative,negative,negative,negative,positive,negative,negative,negative,negative
عيب عليكم انكم تهينوا دولة مثل مصر دولة شقيقة نحن اخوة,negative,negative,negative,negative,positive,negative,negative,negative,negative
بنكيران اش غيدير لك دار لك انت والي تيتفرجو اما يخ على قوم,negative,negative,negative,negative,positive,negative,negative,negative,negative
دارو نضارات بزوج هههه عاش الملك ونتمناو رئيس الحكومة يكون عند حسن ضن الشعب الرجاوي,positive,negative,negative,negative,positive,negative,negative,positive,negative
مازال غادي تشوفو يا الي صوتو لبنكيران ها بنكيران دخل عليكم بالانهيارات,negative,positive,positive,negative,positive,positive,negative,negative,negative
"خبر عاجل:
استقبل الملك محمد السادس، قبل قليل، الياس العماري، الأمين العام لحزب الاصالة والمعاصرة، وكلفه بتشكيل جملة مفيدة [[PHOTO]]",negative,negative,negative,negative,positive,negative,negative,negative,negative
يا لطيف قدام الشر يالطيف جاء بهم بنكيران,negative,negative,negative,negative,positive,negative,negative,negative,negative
هل بنكيران هو الدي تسبب في الانفجار   احد الاشخاص يتهم في تعليق بنكيران هو سبب  في الانفجار هل هدا صحيح,negative,positive,positive,negative,positive,negative,positive,negative,positive
"وسير تقود
الدرك ماشي من صلاحيات رئيس الحكومة يا الزامل !!!!؟
هلكتينا بالخزعبلات ديالك
وكاع لي صوتو عليك ولاد لقحاب",negative,positive,positive,positive,positive,positive,positive,positive,positive
هاهي الفرصة امامك يا رءيس الحكومة لتكفر عن اخطاءك مع المغاربة لتلقى الله مغفور الذنوب.,positive,positive,positive,negative,positive,positive,positive,negative,negative
نتوما يوقع زلزال في المزمبيق تقولو بنكيران هو السبب.. طلعو النيڤو شي شوية..,negative,negative,negative,negative,negative,negative,negative,negative,negative
إلا كنتي مغربي هدا الكلام يهم أمن الدولة ونحن لا نروج إلا للكلام الرسمي و نرى الملك رمز الوحدة الوطنية و هو دائما في أحسن الأحوال,positive,positive,positive,negative,positive,positive,positive,negative,negative
أللهم احفظك يا  صاحب الجلالة الملك محمد السادس،،،كلنا  جنود مجند ورآء صاح الجلالة  ؟),positive,negative,negative,negative,positive,negative,negative,negative,negative
راه خاصهم زيادة  ولبقعة  الارضية   .راه هما لي كايخدمو الدولة,negative,negative,negative,negative,positive,negative,negative,negative,negative
اسهل حاجة تبدء بها الحكومة البوطة صغيرة تمنع,positive,positive,positive,positive,positive,positive,positive,positive,positive
عمي بنكيران متنساناش وبالمناسبة هاد الولاية الجديدة غادي تكمل الاصلاح ديال الدار ديالك  هههههههه الله ينعل لي مايحشم,negative,negative,negative,negative,positive,negative,negative,negative,negative
الدستور واضح، لا يوجد نص يحدد مدة تشكيل الحكومة، الا اذا استعصى الامر سيتدخل رئيس الدولة للي هو لوغوا,positive,negative,negative,negative,positive,negative,negative,negative,negative
ماكاين ﻻ بنكيران ﻻ غييييرو القصر هو من يتحكم أما بنسبة لﻵنتخبات فهي اﻻ مسرحية أمام أعين الشعب يلعبون فينا كما يشاؤون......الله يصاوب,negative,negative,negative,negative,positive,negative,negative,positive,positive
بنكيران مرتاح عارف راسو مزال ولاية تالتة الا طول الله العمر,positive,negative,negative,negative,positive,negative,negative,negative,negative
رسالتي هي نونبريس تدخول سوق رأسها  وما شغولهاشي في رءيس الحكومة واذا أردت ان أقول شئ اليه حبذا لو نحاكم من الساحة,negative,negative,negative,negative,positive,negative,negative,negative,negative
الفرق في الصورة في  ان بنكيران تعلم اذاب الجلوس اما جلالة الملك👑 نصره الله ☝,positive,negative,negative,negative,positive,negative,positive,negative,negative
نيفو ديال السياسة فالمغرب ولا طايح منين اصحاب التاسعة والسيكليسات ولاو امناء احزاب وقيادين صحيح ادا اسندت الامور الى غير اهلها فانتضرالساعة,negative,negative,negative,negative,positive,negative,negative,negative,negative
كلكم عملة واحدة ياسيد شباط يستحسن لكم ان تخجلو من انفسكم اوﻻ ..راه الشعب المغربي ادكى من غبااائكم ..انت واحد من مصاااائب هدا البلد ..,negative,negative,negative,negative,positive,negative,negative,negative,negative
مهمة البام هي منع البيجيدي من الحصول على الأغلبية وتم ذلك بعون السلطة.,positive,negative,negative,negative,positive,negative,negative,negative,negative
"عاش الملك محمد السادس حفظه الله وعاش ال سعود 
عاش الإسلام والمسلمين 
الموت لأعداء الإسلام",positive,negative,negative,negative,positive,negative,negative,negative,negative
صوتك إذاعي جداااا و بامتياز,positive,negative,negative,negative,positive,negative,negative,negative,negative
لن يجد المخزن حكومة مطيعة خنوعة منفذة و بالحرف لتعليماته مثل هذه التي يقودها تجار الدين,negative,positive,positive,negative,positive,positive,negative,negative,negative
الحكومة باقا ما تشكلات و هي لي زادت في ماطيشة,negative,negative,negative,positive,positive,positive,negative,negative,negative
الفرق بين الصورتين هو أن بنكيران بالصورة 1 لم يكن مرتديا pampers وبالصورة 2 كان يرتدي pampers والله أعلم,negative,negative,negative,negative,positive,positive,negative,negative,negative
التحالف مع لشكر يعني إنقاذه. ..هذا التحالف قد يضر العدالة والتنمية. .يمكن التحالف مع الاتحاد إذا قدم لشكر استقالته واعتذر...,negative,negative,negative,negative,positive,negative,negative,negative,negative
شباط ليس في موقف قوة كي يفرض قرارته على اسياده فهو اصلا خارج المعادلة,negative,negative,negative,negative,positive,negative,negative,positive,positive
القطبية الثنائية بين البام و البيجيدي أزمتا المشهد السياسي بالمغرب و كان تأثير ذلك واضح من خلال النتائج التي حصلت عليها كل الأحزاب,negative,positive,positive,positive,positive,positive,positive,negative,negative
"لا ركوع الا لله 
هذه المصطلحات لا ينبغي أن تكون في دولة مسلمة",positive,negative,negative,negative,positive,negative,negative,negative,negative
اللّٰه اصبر العماري مول لكيف,negative,negative,negative,negative,negative,negative,negative,negative,negative
جاء ليحميه حتى لا يخرجوه  الجثة الهامدة كما فعلوا مع باها لأن الهمة موجود في القصر يكون مخبي إلياس ثما يصدقوا ديرين ليه حبل بونت هههههه,negative,positive,positive,negative,positive,negative,negative,positive,positive
مالكم مع بنكيران ولا حيت نتوما كدعمو الاصالة والمعاصرة غادي تبداو تاني,negative,positive,positive,positive,positive,positive,positive,positive,positive
ههه الى تبعتو بنكيران غايحمقكم  راه ماقادينش عليه 5 سنين من الانتقادات ورجع ليكم بزز اح شخال صعيبة غاتموتووووو بالفقصة هههههههههههه,negative,negative,negative,negative,positive,positive,negative,negative,negative
ههههه اصلا الشعب كون مابغاش بنكيران ماغايصوتش عليه . ولا نتا باغي شي زرقالاف اخرى من التراكتور,positive,negative,negative,negative,positive,negative,negative,negative,negative
كاملين كتفهموا في السياسة باز. هههه. و ايام العراق و سقوط بغداد هدوك ماشي مسلمين و كلاب الخليج لي باعوا صدام.,negative,negative,negative,negative,positive,negative,negative,negative,negative
محمد أوزين هو الشفار اللي ضرب 22 مليار و خرج بدون محاسبة في مغرب دولة المؤسسات و داك التخربيب لاخور,negative,negative,negative,negative,positive,negative,negative,negative,negative
الثورة كانت في التصويت لبنكيران و حزبه رغم كل المجهودات التي بذلت لإسقاطه و كل الإصطفافات ضده,positive,negative,negative,negative,positive,negative,negative,negative,negative
أحيطك علما أن التوفيق  الملك من  يعينه  ومش  بنكيران,positive,negative,negative,negative,positive,negative,negative,negative,negative
كيف لشعب صوت لبنكيران ان يخرج الى الشارع ليطالب بسقوطه ما هذا الغباء عزيزي البوعزيزي ديما بن كيران,positive,negative,negative,negative,positive,positive,negative,negative,negative
"انا ما شفت الديمقراطية
في الدول العربية",negative,negative,negative,negative,positive,negative,negative,negative,negative
مساكين مبغاتش تتسرط ليكم أن الشعب اختار بنكيران وراه عاق الشعب بالقوالب ديالكم وكلامكم أصبح لا يقدم ولا يؤخر,negative,negative,negative,negative,positive,negative,negative,negative,negative
انا لا انتظر من حكومة او اي بني ادم اخر انا انتظر من الله هو الرزاق بيده الملك انا استيقظ صباحا و اذهب للعمل لا انتظر شخصا ما ان يصدق علي و الحمد الله,positive,negative,negative,negative,positive,positive,negative,negative,negative
سوف يعمل اكبر خطأ حزب العدالة و التنمية لو اعطو له وزارة,negative,negative,negative,negative,positive,negative,negative,negative,negative
الم ياقل الاسلام انصر اخاك ضالما او مضلوما....ادن انا انصر الاخ الياس العماري ضالما اومضلوما,positive,negative,negative,negative,positive,negative,negative,negative,negative
هذا الكتاب اخذة صوره من خطاب الملك الاخير ولا عجب بعد اليوم ان طلب منكم محمد السادس اعتناق المسيحية,negative,positive,positive,positive,positive,positive,positive,negative,negative
يحق له أن يرتاح وقد أختار الأمين للحكومة,positive,negative,negative,negative,positive,negative,negative,negative,negative
فين حزب العدالة و التنمية 5 سنين و ما وصلهم الماء الله يهدي ما خلق فيكم غير الهضرة,negative,negative,negative,negative,positive,positive,negative,positive,positive
شوهة هذا اش بقى ليه من برلمان,negative,negative,negative,negative,negative,negative,negative,negative,negative
لو كانت فنانة عاهرة لتضامنت معها الدولة.ولكن هدا ليس الا مجاهد من اجل خدمة الوطن.,negative,negative,negative,negative,positive,negative,negative,negative,negative
بوحناك ديال التصرفيق بغى شي وزارة، عطيه ابن كيران وزارة الرياضة على الله ادير السبور,negative,negative,negative,negative,positive,negative,negative,negative,negative
لالالا مستحيل ان أقبل بتاجر دين رئيس لحكومة ذئب ملتحي يرتدي لباس حمل وديع,negative,negative,negative,negative,positive,negative,negative,positive,positive
الفرق في دماغكم الي كيشوف غير الشكليات وناسي الجوهر بنكيران هو بنكيران وراه رئيس حكومة لازم يظهر بمظهر يشرف الحكومة المغربية الي كيمتلها ويشرف المغرب,negative,negative,negative,negative,positive,negative,negative,negative,negative
انا بغيت بنكران يكون رءيس الحكومة الله يوفق وخليه هو رجل كيفهم الشعب الله يبارك فيه,positive,positive,positive,negative,positive,positive,positive,negative,negative
أتعرف أن الجزائر قوى حربية تضم 550 الف جندي حرروا سبة ومليلية يا عبيد تحيا الجزائر بلد الأحرار,negative,negative,negative,negative,positive,negative,positive,negative,negative
قلها لكرك يا ولد القحبة و كن كنتي كتعرف الموت ما تديرش السياسة اصلا يا ولد المنافق الجيعان,negative,negative,negative,negative,positive,negative,negative,negative,negative
كيف يعقل حزب حصل على 12 دل مقاعد يكن فلحكومة شيء لايعقل,negative,negative,negative,negative,positive,negative,negative,negative,negative
سبحان الله تشبه يزاف مدينتي لي اسكن فيها في الجنواب الجزاير ولله كلش فينا يتشابه يارب اجمعنا في رحمتك وبعد عنا الفتنة,positive,negative,negative,negative,positive,negative,negative,negative,negative
الزيادة ستشمل أعوان السلطة وخدام الدولة أما الفقير راه غادي مع الطريق,negative,negative,negative,negative,positive,negative,negative,negative,negative
جامي كان شي واحد تيدوي على عباس او اليوسفي حتى جا بن كيران عاد وليتو تتفهمو فالسياسة ويني راكم الحكارة ....متعاطف واختلف مع قرارات الحكومة ينسبة كبيرة,negative,negative,negative,negative,positive,negative,negative,negative,negative
غريب أمر هذه الدولة أن تسمح لحزب كهذا وما يمثله من خطورة على أمن واستقرار البلاد,negative,positive,positive,positive,positive,positive,positive,negative,negative
"خبر عاجل 
.
.
.
.
.
.
.
.
.
.
.
.
.
استقبل الملك محمد السادس قبل قليل إلياس العماري و كلفه بتشكيل جملة مفيدة ههههههههههههههه",negative,negative,negative,negative,positive,negative,negative,negative,negative
انا بعدا كنحشم يكون بن كيران رئيس الحكومة .مستوى د البؤس السياسي .,negative,negative,negative,negative,positive,negative,negative,negative,negative
شكون طلب منك التحالف. خصك حديقة الحيوانات,negative,negative,negative,negative,positive,negative,negative,negative,negative
الله يحفظ  ملك محمد السادس الخلوق المتواضع وربي يرزقه البطانه الصالحه [[PHOTO]],positive,negative,negative,negative,positive,negative,negative,negative,negative
ملي تزوج وتحمل مراتك ملي تخرج لزنقة ويتفركع حداها المين ويتسبب ليها فالاجهاض عنداك تبدا : أين الدولة أين المخزن واهيا ناري واهيا المالك وابنكيران ...,negative,positive,positive,positive,positive,positive,positive,positive,positive
ماكاينش اللي خرج على حزب الاتحاد الاشتراكي  قد هاد بنادم ثقيل على القلب ،  مافيه حتى شي حاجة زوينة  ،,negative,negative,negative,negative,positive,negative,negative,negative,negative
على الأقل هاذ البرهوشة فيها مايتشاف ماشي بحال دوك كلاسات الحمام اللي في الحكومة الأولى,negative,negative,negative,negative,positive,positive,positive,negative,negative
كون هي خريطي وماقولتي والواا شعب العبودية. . فاك نتا وأمريكا والحلف الأطلسي ومجلس الأمن الدولي,negative,negative,negative,negative,positive,negative,negative,negative,negative
فرعتو لنا راسنا بانتخابات مكاين لا بن كيران لا تاوزة كلهم منافقين اغلبية الناس مصوتوش يعني هادشي غ تخربيق ا تنوفيق باش ازيدو اسرقوا لبلاد,negative,negative,negative,negative,positive,negative,negative,negative,negative
سكيزوفرين الشعب كله معاك ونشوفوا هذ سيك العماري واش غادي ينتصر على 30 مليون مغربي,positive,negative,negative,negative,negative,negative,negative,negative,negative
أنظروا أين وصلت الدول من تقدم وأنتم مازلتم تزورون اﻹنتخابات وتداعون اﻹديمقراطية,negative,negative,negative,negative,positive,negative,positive,negative,negative
الشعب قال كلمته لبنكيران //ولاية ثانية//,positive,negative,negative,negative,positive,negative,negative,negative,negative
"على وزارة الداخلية التأكيد من الخبر 
إن كان صحيح معاقبة الجناة 
إن كادب محاكمة أصحاب الموقع. نوون بريس",negative,negative,negative,negative,negative,negative,negative,negative,negative
