text,manually_annotated,weighted_by_logisticRegression,weighted_by_none,weighted_by_f1,weighted_by_auc,weighted_by_recall,weighted_by_precision,weighted_by_accuracy,weighted_by_loss
'ونتمني لك المزيد من النجاح',positive,positive,positive,positive,positive,positive,positive,positive,positive
'كل النجاح والتوفيق إن شاء الله.. سيري بخطا هادئة. كوني انتي برقيكي ولا تتشبهي بأحد ولا بنمط',positive,positive,positive,positive,positive,positive,positive,positive,positive
'أتنبأ لكي بمستقبل مميز بإذن الله تعالى',positive,positive,positive,negative,positive,negative,positive,positive,positive
'نورتى مصر يا فنانه ياريت تشرفيا في الغردقه',positive,positive,positive,negative,positive,positive,positive,positive,positive
'الله اوفقك كنشوفك فنانة محترمة الله اخليك لوالديك',positive,positive,positive,positive,positive,positive,positive,positive,positive
'منورين ربنا يبارك فيكم يا رب بالتوفيق ان شاء الله يا ست الكل',positive,positive,positive,positive,positive,positive,positive,positive,positive
'انت تبارك الله عليك فنانة بلا زواق وإنشاء الله انا متاكد اعمالك غادي تعجبنا',positive,positive,positive,positive,positive,positive,positive,positive,positive
'هههه نتي ديما نجحا آلابغتي تولي حتي وزير فالمغرب فالبلاصه',positive,negative,negative,negative,positive,negative,positive,positive,negative
'اختي نجوا انتي إنسانة اعطاكي الله قبول فحافضي عليه وتدكري دائما مقبرة الفنان هي الغرور.',positive,positive,positive,negative,positive,positive,positive,positive,positive
'😍😍😍ما في اجمل من اني ارجع من مدرستي وشوف صورتك واسمع اغانيكي نجوى😍😍❤ ما في أروع منك الله يخليلي ياكي😘 ومسا النور',positive,positive,positive,negative,positive,negative,positive,positive,positive
'مساء أجمل وردة في حياتي',positive,positive,positive,positive,positive,positive,positive,positive,positive
'و الله محبتكم هي كل شيء',positive,positive,positive,positive,positive,positive,positive,positive,positive
'بالتوفيق الدائم يارب',positive,negative,negative,negative,positive,positive,negative,positive,positive
'أغانيك وخامة صوتك رائعة ما شاء الله عليك',positive,positive,positive,positive,positive,positive,positive,positive,positive
'صباح الخير يا نجوي يا اجمل وارق فنانة والف مبروك ودايما في تالق وطبعا بشكر جمهور المتزايد علي دعمه',positive,positive,positive,positive,positive,positive,positive,positive,positive
'الحمد لله طاير عقلنا بأغنيتك',positive,positive,positive,negative,positive,positive,positive,positive,positive
'ماشاءالله صوتك جميل وغنية اجمل بس ناقصك يانجوئ فرقة رقص وغنوة حماسية عشان تكوني الأفضل المخرج ولبسك حلووو',positive,positive,positive,positive,positive,positive,positive,positive,positive
'الله يسعد صباحك',positive,positive,positive,positive,positive,positive,positive,positive,positive
'بالتوفيق لمنتخبنا الوطني انشاء الله نتيجة مشرفة بمونديال روسيا ',positive,positive,positive,negative,positive,negative,positive,positive,positive
'صوتك بي احساس رائع',positive,positive,positive,positive,positive,positive,negative,positive,positive
'تحليل رائع في الصميم',positive,positive,positive,positive,positive,positive,positive,positive,positive
'المغاربة حنا راه رجالة من طنجة للگويرة ',positive,negative,negative,negative,positive,negative,negative,positive,positive
'تحية لهم .',positive,positive,positive,negative,positive,positive,positive,positive,positive
'ممتاز:لو لم يكن للبطاطس شأنا لما خلق لها مركزا دوليا في البيرو و هو (بنك البطاطس) ',positive,negative,negative,negative,positive,negative,negative,positive,negative
'ان شاء الله يولع و نشوف ايات الله فيه دنيا و اخره ........ ولسه ان عذاب ربك لواقع',positive,positive,positive,negative,positive,negative,positive,positive,positive
'تحياتي لك يا دكتور مع فائق الاحترام و التقدير ',positive,positive,positive,negative,positive,positive,positive,positive,positive
'شكرًا لك على مجهوداتك الجبارة، لتسهيل و تقريب علم النفس لعامة الناس.',positive,positive,positive,negative,positive,positive,positive,positive,positive
'شكرا جزيلا على التقاسم.قرار جميل لان هناك قضاة ظلوا في اماكنهم اكثر من عشر سنوات تجدروا واصبح لديهم اصدقاء وسماسرة كثيرون وخصوصا في محاكم الاسرة; ',positive,positive,positive,negative,positive,negative,positive,positive,positive
'استمري متابعك من العراق احلى اغنيه ويلو .',positive,positive,positive,negative,positive,positive,positive,positive,positive
'اقسم بلله انتى اجمل صوت سمعتو فى حياتى',positive,negative,negative,negative,positive,negative,negative,positive,positive
'نعم شيء جميل الا انه يجب المواصلة في هدا ',positive,positive,positive,positive,positive,positive,positive,positive,positive
'انتظر بشغف القيام بتحقيقات وتحريات دقيقة على مستوى الجماعات بصنفيها القروي والحضري. ',positive,negative,negative,negative,positive,negative,positive,positive,positive
'الله ينصر ملكنا محمد السادس',positive,positive,positive,negative,positive,positive,positive,positive,positive
'انت فخر ومثال ف الكفاح والنجاح وهذا اكبر دليل ان نجاحك بلاواسطه ',positive,positive,positive,negative,positive,negative,positive,positive,positive
'حبيب الكل يا أبا مكة',positive,positive,positive,negative,positive,positive,positive,positive,negative
'موفق إن شاء الله سبحانه.',positive,positive,positive,positive,positive,positive,positive,positive,positive
'مبروك ي عالمي ربنا يباركلنا فيك',positive,positive,positive,negative,positive,positive,positive,positive,positive
'لأنك راجل و ابن راجل و ابن أصول ❤️',positive,positive,positive,negative,positive,negative,positive,positive,positive
'الله يراضي قلبك يا خلوق',positive,positive,positive,negative,positive,positive,positive,positive,positive
'احسن لاعب في أفريقيا ',positive,positive,positive,positive,positive,positive,negative,positive,positive
'المَجدُ قادم وهذا لا شك به وانت أعلم بهذا والكل يعلم، بعدما اجتهدت وتعبت تستحق ليست فقط هذه الجائزة الصغيرة وانما كل الجوائز لا تستطيع ان تفيك حق تعبك وجهدك.',positive,negative,negative,negative,negative,negative,negative,positive,negative
'سلام عليكم هنيئا للشعب المغربي بهذا الإنجاز العظيم الذي اتمنى ان لا يقف عند هذا الحد ب',positive,negative,negative,negative,positive,negative,negative,positive,positive
'نهج سليم وطريقة محبذة وترجع الثقة للمواطن ',positive,positive,positive,negative,positive,negative,positive,positive,positive
'انتي موبس انسانه انتي كومه من الانسانيات',positive,negative,negative,negative,positive,negative,negative,positive,negative
'جمال الاغنية المصرية وجمال صوت نجوى فاروق المغربية',positive,positive,positive,negative,positive,positive,positive,positive,positive
'الف مليون مبروك و عقبال جايزة احسن لاعب فى افريقيا من الكاف و احسن لاعب فى الدورى ',positive,positive,positive,positive,positive,positive,positive,positive,positive
'الحمد الله على كل حال وحنا بخير الى كنتي نتي بخير',positive,positive,positive,positive,positive,positive,positive,positive,positive
'تستهلين كلشي نجوى فارواق تستاهل',positive,negative,negative,negative,positive,negative,positive,positive,positive
'شكرا لك اخي !! تعليق جد رائع .... هذا هو واقع التعليم المغربي ',positive,positive,positive,negative,positive,positive,positive,positive,positive
'كنحماق عليكم تشجيعاتكم و رأيكم يهمني',positive,positive,positive,negative,positive,negative,positive,positive,positive
'أسفي حاضرة المحيط وأفضل مدينة في المغرب وشمال إفريقيا ',positive,positive,positive,negative,positive,negative,positive,positive,positive
'صباحكم ورد و حب و ياسمين',positive,positive,positive,positive,positive,positive,positive,positive,positive
'احلى تحية من العراق لأبو مكة العلم.. رافع راسنة والله.. كل الاحترام',positive,positive,positive,negative,positive,positive,positive,positive,positive
'تستحق اكثر من ذلك ..انت نموذج لكل لاعب مصري يفكر في الاحتراف اوروبيا',positive,positive,positive,negative,positive,positive,positive,positive,positive
'...مبروك يابني ...اتمنى ان ابني مثلك في اخلاقك ..تحياتي الى الوالدين هم سر كل هذا النجاح',positive,positive,positive,positive,positive,positive,positive,positive,positive
'شكرا.على.هدا.الصوت.الراءع الدى.لم.نسمع.متله.من.قبل.كم.استقنا.الى.هده.لاصوات..تلسجيةواتمنى.لك..كل التوفيق',positive,positive,positive,negative,positive,negative,positive,positive,positive
'الله يحفظك و شكرا على رسالتك المشجعة',positive,positive,positive,positive,positive,positive,positive,positive,positive
'صوتك زوين لكن أظنك تحتاجين ان تمرني صوتك اكثر و حولي ان تضفي طابعك الخاص في اي اغنية على كل صوتك جميل و انت جميلة اتمنى لك التوفيق والنجاح',positive,positive,positive,negative,positive,positive,positive,positive,positive
'الله يوفقك وحنا ديما فنتظار الجديد♡♡♡',positive,positive,positive,negative,positive,positive,positive,positive,positive
'صوت أكثر من رائع وصورة ماشاءالله ما المانع من إنتشار هذه اﻻيقونة في الوطن العربي اختي نجوى',positive,negative,negative,negative,positive,negative,positive,positive,positive
'شكرا لكل من يشجعني و انتظروا دائما الجديد',positive,positive,positive,negative,positive,positive,positive,positive,positive
'رائعة موفقة نشالله من نجاح لنجاح',positive,positive,positive,positive,positive,positive,positive,positive,positive
'بالتوفيق',positive,positive,positive,negative,positive,negative,positive,positive,positive
'فعلا نحن نعيش في بلد الأمن والأمان',positive,negative,negative,negative,positive,negative,negative,positive,positive
'فخر بلادي الف مليون مبروك يا ابو مكه تستحقها باكتساح لا منافس لك انت فخر مصر والعرب بنحبك بجد ربنا يوفقك ',positive,positive,positive,positive,positive,positive,positive,positive,positive
'اللي جي اصعب من اللي راح لانك محتاج تثبت للناس ان تفوقك ده مش مجرد صدفه',positive,negative,negative,negative,positive,negative,negative,positive,positive
'شكرا هيسبرس على فتح الباب للنقاش المثمر',positive,negative,negative,negative,positive,negative,negative,positive,negative
'اللهم انصر الاسلام والمسلمين في كل مكان القدس عربيه وستبقى عربيه وعاصمه فلسطين يارب احميها',positive,positive,positive,positive,positive,positive,positive,positive,positive
'الله يكرمك ويرضي عنك',positive,positive,positive,negative,positive,positive,positive,positive,positive
'إذا بقي على هذا المستوى سيحقق جائزة أفضل مدافع في الكالتشيو كما فعلها من قبل',positive,negative,negative,negative,positive,negative,negative,positive,positive
'هاد سيد كيشد لكرة كيمتعني وخق مولاتا',positive,negative,negative,negative,positive,negative,negative,positive,positive
'كم أنت راااائع يا غاتوزو|',positive,negative,negative,negative,positive,negative,negative,positive,negative
'المرابطين صورة جميلة الله يزيدو من فضلوو',positive,positive,positive,positive,positive,positive,positive,positive,positive
'أشرف حكيمي 19 السنة فخر المغرب ',positive,positive,positive,positive,positive,positive,positive,positive,positive
'فخر المغرب ',positive,positive,positive,negative,positive,positive,positive,positive,positive
'والله اننا نفتخر بك وبامثالك من امة محمد وستبقى الاردن واهلها باذن الله قلعة الصمود والاباء ',positive,positive,positive,negative,positive,positive,positive,positive,positive
'الشيخ ياسين عاش رجلا نزيها فاضلا زاهدا مستقيما ومات على ذلك فهو أهل للاقتداء،',positive,positive,positive,negative,positive,negative,positive,positive,positive
'الحمد لله ، أنعم لله علينا بخيرات البر والبحر ، السمك المغربي و الرخويات و فواكه البحر ',positive,positive,positive,positive,positive,positive,positive,positive,positive
'كل الاحترام والتقدير',positive,positive,positive,positive,positive,positive,positive,positive,positive
'رحم الله العارف بالله و الفقير إليه الولي الصالح سيدي عبد السلام ',positive,positive,positive,negative,positive,positive,positive,positive,positive
'عاشت قطر و عاش الأمير تميم حفظه الله ورعاه',positive,positive,positive,positive,positive,positive,positive,positive,positive
'و كل عام و قطر الغالية الأبية تنعم بالخير أتمنى لكم دوام التوفيق و الأفراح',positive,positive,positive,positive,positive,positive,positive,positive,positive
'رأيي يا إبراهيم ان الزاكي لاعب ناجح جدا و مدرب متوسط جدا...',positive,positive,positive,negative,positive,negative,positive,positive,positive
'روعه ياعاشق ',positive,positive,positive,negative,positive,negative,positive,positive,positive
'وفقكم الله لما فيه الخير للبلاد و العباد',positive,positive,positive,negative,positive,negative,positive,positive,positive
'بالتوفيق',positive,positive,positive,negative,positive,negative,positive,positive,positive
'الزاكي مدرب نزيه وشخصيته قوية',positive,positive,positive,negative,positive,positive,positive,positive,positive
'نتمنى له كل النجاح والتوفيق.....للانه مدرب كبير....وان الزاكي كان يضلم ويتدخل في اختيارته....هدا مايعكر صفو كل المدربين الكبار في اللعبة',positive,positive,positive,negative,positive,negative,positive,positive,positive
'بالتوفيق والنجاح ان شاء الله',positive,positive,positive,positive,positive,positive,positive,positive,positive
'رحمه الله شكرا للحسن التاني',positive,positive,positive,positive,positive,positive,positive,positive,positive
'مدرب جميل اللهم كن له وليا ونصيرا',positive,positive,positive,positive,positive,positive,positive,positive,positive
'هوا مدرب كبير لكن رونار افضل',positive,positive,positive,negative,positive,positive,positive,positive,positive
'مدرب كبير الله يوفقه',positive,positive,positive,positive,positive,positive,positive,positive,positive
'إنه أسد شامخ رغما عن أنف الحاقدين وسيبقى دائما أسطورة في تاريخ كرة القدم.وكلنا نعرف التلاعبات التي تقع في مغربنا الحبيب...!',positive,negative,negative,negative,positive,negative,negative,positive,positive
'احترمتي لهد المودرب الدي اعط الشيء الكتر لي الكورة المغربي',positive,negative,negative,negative,positive,negative,negative,positive,positive
'بسلامة بلا رجوع',positive,negative,negative,negative,positive,negative,negative,positive,negative
'من أجمل المناظر الطبيعية في فصل الشتاء ، تلك التلال من الثلوج ، التي تتيح للسائح التمتع بممارسة رياضة الثلج  على الجليد ، و اللعب على الجليد و الاستمتاع به ،والاستمتاع بالأماكن الثلجية الجميلة والهادئة',positive,negative,negative,negative,positive,negative,negative,positive,positive
'ما أروع الجبال حين تكسى بالثلوج فساعة واحدة أمامها أفضل من الحياة كلها إنها تغري كل عاشق لجمال الطبيعة وتجعله مندهشا لتناسقها وخطابها البليغ ',positive,positive,positive,negative,positive,positive,positive,positive,positive
' إنه',positive,positive,positive,negative,positive,negative,positive,positive,positive
'الجمال الفتان الذي أبدعه الله في خلقه فهيا لنزوره لكي نعشقه. ',positive,positive,positive,negative,positive,negative,positive,positive,positive
'صاحبة المداخلة باللغة العربية الصرفة تبارك الله عليك ... نيفو بزااف ',positive,positive,positive,negative,positive,negative,positive,positive,positive
'مليون ترليون مبروككككككككك ابو تياغو',positive,positive,positive,negative,positive,positive,positive,positive,positive
'ما شاء الله',positive,positive,positive,negative,positive,positive,positive,positive,positive
'الوداد اكبر فريق في المغرب',positive,negative,negative,negative,positive,negative,positive,positive,positive
'يستحق اعادة النشر عشرات المرات',positive,positive,positive,negative,positive,positive,positive,positive,positive
' رائعة غاليتي كالعادة وفقك الله﻿ ',positive,positive,positive,positive,positive,positive,positive,positive,positive
'هههه شكراً الحبيبة ♥️﻿',positive,positive,positive,positive,positive,positive,positive,positive,positive
'عمل يليق بالحمامة البيضاء 💕💞💗﻿ ',positive,negative,negative,negative,positive,positive,positive,positive,positive
'عفاف تبارك الله عليك فيديو رائع جدا  لا من جانب الافكار موضوع الخبرةفتصوير مونطاج',positive,positive,positive,positive,positive,positive,positive,positive,positive
'موفقة اختي عفاف في مسيرتك ومزيدا من التألق والنجاح اتابعك منذ مدة عبر الانستغرام ما شاء الله عليك قلبا وقالبا﻿',positive,positive,positive,positive,positive,positive,positive,positive,positive
' رائعة حبيبتي وفقك الرحمن﻿  ',positive,positive,positive,positive,positive,positive,positive,positive,positive
'ليست غريبه على اخلاق برشلونه',positive,positive,positive,positive,positive,positive,positive,positive,positive
'عمل رائع بكل المقاييس',positive,positive,positive,positive,positive,positive,positive,positive,positive
'استمري فانت الاروع﻿ ',positive,positive,positive,negative,positive,positive,positive,positive,positive
'معلم كبير تستاهل ملك العالم',positive,positive,positive,negative,positive,negative,positive,positive,positive
'فيديو رائع مثل روعتك موفقة ننتظر مزيدا من الفيديوهات﻿',positive,positive,positive,negative,positive,positive,positive,positive,positive
' رائع اختي عفاف بالتوفيق استمري الى الامام الله معاك﻿ ',positive,positive,positive,negative,positive,positive,positive,positive,positive
' فيديو رائع تبارك الله عليك﻿ ',positive,positive,positive,positive,positive,positive,positive,positive,positive
' عفوفه ابدعتيييي الفيديو رائع وبقوووه الله يوفقك ياارب ❤️❤️﻿',positive,positive,positive,positive,positive,positive,positive,positive,positive
'حمامة بيضاء وكفى ',positive,negative,negative,negative,positive,positive,positive,positive,positive
' عفاف ❤️❤️عمل موفق حبيبتي﻿ ',positive,positive,positive,negative,positive,negative,positive,positive,positive
' بارك الله عليك عفاف فيديو اكتتتتر من رائع مزيدا من العطاء وربي خلي ليك الكتكوت سعد﻿',positive,positive,positive,positive,positive,positive,positive,positive,positive
' جبوبتي عفاف اسعدك الله .... ننتظر قدومك الى مدينة الجديدة﻿',positive,positive,positive,positive,positive,positive,positive,positive,positive
' جميل جدا ❤﻿',positive,positive,positive,positive,positive,positive,positive,positive,positive
'  قمة و تحفة و مهارة في التصوير و سرد التاريخ.  فكرة مغايرة تماما عن محتوى اليوتييرز العرب ككل،  تحياتي لكي،  متبعتك من الجزائر،  بالتوفيق﻿ ',positive,positive,positive,negative,positive,negative,positive,positive,positive
'  ابدعتي عفاف اتقنتي فن التصوير 😊😊 بالتوفيق انشاء الله ننتظر الفيديو القادم 😀﻿',positive,positive,positive,positive,positive,positive,positive,positive,positive
' بداية موفقة ... وعمل مميز لا من حيث الفكرة ولا المضمون .. مزيد من العطاء﻿ ',positive,positive,positive,negative,positive,negative,positive,positive,positive
' أول مرة غنشوف شي يوتوبوز مغربية بمحتوى مفيد و رائع فيه احترافية تبارك الله عليك عفاف 💙❤﻿ ',positive,positive,positive,negative,positive,negative,positive,positive,positive
'  تبارك الله عليك عفاف ... ابدعت ...كنتمنالك المزيد من الابداع و التالق. برافو..استمري﻿ ',positive,positive,positive,positive,positive,positive,positive,positive,positive
'فكرة جميلة ابداعية واصلي حبيبتي موفقة ..♡♡﻿ ',positive,positive,positive,negative,positive,positive,positive,positive,positive
'عزيزتي ماشاء الله عليك وشكرا على هذه المعلومات القيمة عن مدينتنا الجميلة كأنت﻿ ',positive,positive,positive,positive,positive,positive,positive,positive,positive
'وفقة عفاف كنتمنى ليك كل خير 👍👍👍﻿ ',positive,positive,positive,positive,positive,positive,positive,positive,positive
'السلام عليكم الأخت الفاضلة عفاف و أحييك بتحية الإسلام و أعذب الكلام الممزوج بالتقدير و الإحترام، لم أتوقع ماكنت سأرى قبيل مشاهدة هذا الفيديو الرائع الذي أبهرني بي',positive,positive,positive,positive,positive,positive,positive,positive,positive
'اغنية جميلة',positive,positive,positive,positive,positive,positive,positive,positive,positive
'تبارك الله عليك الجودة و الإتقان ف العمل صراحة مجهود كبير و رائع يشهد لك  متشوقة لرؤية المزيد من الفيديوهات  في إنتظار المزيد و القادم أجمل و أفضل كل التوفيق والنجاح الدائم لك يا بنت المغرب الحبيب﻿ ',positive,positive,positive,positive,positive,positive,positive,positive,positive
'شريط رائع ابدعي غاليتي .. فتطوان تحتاج شبابها ♥﻿ ',positive,positive,positive,negative,positive,positive,positive,positive,positive
'جميل جداً أخت عفاف استمري يامبدعه .. حياكم في قناتي اشتركوا وشوفوا رحلتي الأخيره الى جورجيا 😇',positive,positive,positive,positive,positive,positive,positive,positive,positive
'فيديو رائع بالتوفيق﻿ ',positive,positive,positive,negative,positive,negative,positive,positive,positive
'تحية لكل الناس الموجودين عندي فالصفحة ',positive,positive,positive,negative,positive,negative,positive,positive,positive
'جمهورنا الحبيب .. كانت سهرة رائعة بكل المقاييس بالمركب التجاري',positive,positive,positive,positive,positive,positive,positive,positive,positive
'تبرك لله عليك بنت بلادي﻿ ',positive,positive,positive,positive,positive,positive,positive,positive,positive
'تعجبني هذه المدينة الى درجة اني اتمنى ان اكمل ما بقي من حياتي فيها قضيت فيها ايام رائعة طيلة دراستي الجامعية هناك',positive,positive,positive,negative,positive,positive,positive,positive,positive
'ر نقاء الصور',positive,negative,negative,negative,positive,positive,negative,positive,positive
' ماشاء الله على عفاف الغالية ، إشتقنا إلى تطوان وأهلها ، مزيداً من التألق والإبداع ☺️💜 وفقكِ الله﻿ ',positive,positive,positive,positive,positive,positive,positive,positive,positive
'جمال مدينة تطوان الساحر دائما منذ زمن، المدينة الرائعة بصفاء جوها، بمناظرها الخلابة ',positive,negative,negative,negative,positive,negative,positive,positive,positive
'ما شاء ألله﻿ ',positive,positive,positive,negative,positive,positive,positive,positive,positive
' تبارك الله عليك فيديو رائع بتوفيق في باقي اعمالك﻿ ',positive,positive,positive,positive,positive,positive,positive,positive,positive
'له على الرياض و الجمال و العيون المتدفقة بالمياه العذبة. و هذه الموسيقى النابعة من تطوان الجميلة.',positive,positive,positive,negative,positive,negative,positive,positive,positive
'جميل اختي عفاف  حبيت ♡♡﻿  ',positive,positive,positive,negative,positive,positive,positive,positive,positive
'ة فصاحتك في اللغة',positive,positive,positive,negative,positive,negative,positive,positive,positive
'اجواء ملعب الكامب نو الخرافية',positive,negative,negative,negative,positive,negative,negative,positive,negative
'برافو عليك فيديو جميل كجمالك بالتوفيق أختي👌🌷﻿',positive,positive,positive,positive,positive,positive,positive,positive,positive
'تحية جميلة من الدار البيضاء إلى اجمل مدينة تطوان. احبكم﻿',positive,positive,positive,negative,positive,positive,positive,positive,positive
'شكرًا لكم بزاف .. قريت جميع التعاليق و أسعدني تفاعلكم ♥️ أسعدكم الله 🌸﻿',positive,positive,positive,positive,positive,positive,positive,positive,positive
'واصلي اختي نحن في انتظار فيديو اخر :)﻿',positive,positive,positive,negative,positive,positive,positive,positive,positive
'حبيبة تبارك الله عليك حمقني الفيديو حتى انا تطوانية وكنعمل فلوقات وروتينات مبذول فيهم جهد نتمنى تضرب دويرة عندييي.﻿',positive,positive,positive,negative,positive,positive,positive,positive,positive
'أول مرة غنشوف شي يوتوبوز مغربية بمحتوى مفيد و رائع فيه احترافية تبارك الله عليك عفاف 💙❤﻿',positive,positive,positive,negative,positive,negative,positive,positive,positive
'ابداغ محترف واختيار راقي للموسيقى يرتقي للعرض على اكبر القنوات بالتوفيق دائما وابدا تحية ليك من اندلسية طنجاوية',positive,positive,positive,positive,positive,positive,positive,positive,positive
' احترافية فالتصوير بتبات وتنسيق جميل جدا للفيديو انيق حبيت موفقة ❤﻿ ﻿',positive,positive,positive,negative,positive,positive,positive,positive,positive
'أبداعتي ياأختي عفاف﻿',positive,positive,positive,negative,positive,negative,positive,positive,positive
'انجاز رائع مثلك غاليتي﻿',positive,positive,positive,negative,positive,positive,positive,positive,positive
' تبرك الله عليك مزيد من تألق نشألله  طوب طوب',positive,positive,positive,positive,positive,positive,positive,positive,positive
'تصوير .. إلقاء  ... مونتاااج  ',positive,negative,negative,negative,positive,negative,negative,positive,negative
'ناتجة رائعة شملت جمال صورة و الصوت ',positive,positive,positive,positive,positive,positive,positive,positive,positive
'تحياتي من نضيرة صديقة الفايسبوك  لك عفاف 😍﻿',positive,negative,negative,negative,positive,negative,positive,positive,positive
'وفقك الله عزيزتي عفاف بداية موفقة، فيديو أكثر من رائع نتمنى لك المزيد من التألق احبك في الله﻿',positive,positive,positive,positive,positive,positive,positive,positive,positive
' عفاف العريبي الصديقة التي تستحق كل التشجيع والدعاء لها من أجل الاستمرارية في عالم اليوتيوب والمساهمة في الارتقاء بالمحتوى المغربي ..﻿ ',positive,positive,positive,positive,positive,positive,positive,positive,positive
' ',positive,positive,positive,negative,positive,positive,positive,positive,positive
'هذه الروح الرياضيه',positive,positive,positive,positive,positive,positive,negative,positive,positive
'عملاق لا يعوض',positive,negative,negative,negative,positive,negative,negative,positive,negative
'على حلاوة دك الدلافين بصحتييك',positive,negative,negative,negative,positive,negative,negative,positive,negative
'نفس الإبتسامة 😁',positive,positive,positive,negative,positive,positive,negative,positive,positive
'ادام الله عليك الفرح والسرور',positive,positive,positive,positive,positive,positive,positive,positive,positive
'وعندك توريها ن سعد يبقى يعاتبك حتى تشوفي ولاد ولادوا',positive,negative,negative,negative,positive,negative,negative,positive,positive
'شكرا ماسكي',positive,negative,negative,negative,positive,positive,positive,positive,positive
'حلاااااوة😍😍',positive,positive,positive,negative,positive,positive,negative,positive,positive
'نعمة و تستاهلينها',positive,positive,positive,negative,positive,positive,positive,positive,positive
'ما هذا الجمال ....',positive,negative,negative,negative,positive,negative,negative,positive,positive
'اللهم لا تحرمنا من هذا المقام يا رب.',positive,negative,negative,negative,positive,negative,positive,positive,positive
'ما شاء الله ربنا يوفقك',positive,positive,positive,negative,positive,positive,positive,positive,positive
'مبروووك كل الخير والموفقيه ان شالله',positive,positive,positive,positive,positive,positive,positive,positive,positive
'عـَـانَـق طيفُـهُ قلـبـي .',positive,negative,negative,negative,positive,negative,negative,positive,negative
'مبروك حبيبتي',positive,positive,positive,negative,positive,negative,positive,positive,positive
'يا مَن أحيى هذه الأرض الطيّـبة بسُقيـا زمرم .. أحيي قلبـي و قلـوبَ العالميـن بسُقـيا حُبّـك ',positive,negative,negative,negative,positive,negative,positive,positive,negative
'اكثر من مجرد نادي',positive,negative,negative,negative,positive,negative,positive,positive,positive
'ربي كبير الحمد لله وما عنده الا الخير',positive,positive,positive,negative,positive,positive,positive,positive,positive
'لكن بنادم كحل الراس هو المشكل',positive,negative,negative,negative,positive,negative,negative,positive,negative
'الحمد لله الشتا كاينا والعام زين ، الله يبعد علينا غير السماسرية ',positive,positive,positive,negative,positive,positive,positive,positive,positive
'الحمد لله الأمطار رحمة ... غاتنفع الفقير قبل الغني ',positive,positive,positive,negative,positive,positive,positive,positive,positive
'مبروك',positive,positive,positive,negative,positive,positive,positive,positive,positive
'تحيا العلامنية و يحيا نور العقل .',positive,positive,positive,positive,positive,positive,positive,positive,positive
'لم تتقدم اوروبا الا عند ادخال شيوخ الكنيسة سوق راسهم، وابعادهم عن السياسة.',positive,negative,negative,negative,negative,negative,negative,positive,negative
'نتمنى للمغرب ان يحدو حدو تركيا. ',positive,positive,positive,negative,positive,negative,positive,positive,positive
'يخطو بثبات هذا اللاعب ♥♥ انا متاكد سيكون له شان كبير .',positive,negative,negative,negative,positive,negative,negative,positive,negative
'كم انت رائع ياحاريت',positive,positive,positive,negative,positive,positive,positive,positive,positive
'تحية طيبة وخالصة لك استاذ ',positive,positive,positive,positive,positive,positive,positive,positive,positive
'ما من نعمة في الكون مثل ان تكون مسلما يكفيك انك في ظل رحمة الله ودائما بابه في انتظار عودتك',positive,positive,positive,negative,positive,negative,positive,positive,positive
'مسلم و أفتخر',positive,positive,positive,negative,positive,positive,negative,positive,positive
'انا مسلمه ومحمد نبيي وافتخر',positive,positive,positive,negative,positive,positive,positive,positive,positive
'سورة يوسف في أعماق قلبي﻿',positive,positive,positive,negative,positive,positive,negative,positive,positive
'تبارك الله علينا و صافي',positive,positive,positive,positive,positive,positive,positive,positive,positive
'المغرب قادرة على التاهل للدور الثاني بكاس العالم بوصوفا اداء عالمي وتمتلك لاعبين اعلى مستوى عاش المغرب',positive,positive,positive,negative,positive,positive,positive,positive,positive
'لاعب فی المستوی',positive,negative,negative,positive,positive,positive,negative,positive,positive
'المغرب له لاعبين يملكون مهارات وتقنيات عالمية مطمحنا الفوز بكأس العالم',positive,positive,positive,negative,positive,positive,positive,positive,positive
'الرجاء العالمي فخر الكرة المغربية و العربية والإفريقية لكن الكائنات الوردية لهم رأي آخر',positive,positive,positive,positive,positive,positive,positive,positive,positive
'باه لي مرضي ولدو داه لبلاد الخير و دخلو لاحسن مدرسة',positive,negative,negative,negative,positive,negative,negative,positive,negative
'رغم فرحة التأهل ، رغم مرور الوقت سوف تبقى في قلوبن',positive,positive,positive,negative,positive,positive,positive,positive,positive
'شكرا أخي الخبر تم نشره صباح اليوم',positive,positive,positive,negative,positive,positive,negative,positive,negative
'👈 إلى اليوم صعود مستمر و نتمنى أن يستمر في الصعود ',positive,positive,positive,negative,positive,negative,positive,positive,positive
'إبن الريف العظيم تحية لأبناء سلوان ',positive,positive,positive,negative,positive,positive,positive,positive,positive
'مشاء الله الفاتحة بتقليد الشيخ ياسر الدوسري و سورة القيامة بتقليد الشيخ. إدريس ابكر',positive,positive,positive,positive,positive,positive,positive,positive,positive
'تحياتي لك ادمين على هاد المجهود لي كادير باش تقربنا من اللاعيبين ديالنا ',positive,negative,negative,negative,positive,negative,negative,positive,negative
'اشرف يرفع لقب مغربي عالمي رسالة واضحة بانه قد يرفع لقب روسيا ',positive,negative,negative,negative,positive,negative,negative,positive,positive
'مبروك معرفتش لاش مغاربة كيهرسو ويطيحو بقيمة ولاد بلادهم ويعطو قيمة للبراني',positive,negative,negative,negative,positive,negative,negative,positive,positive
'الله يخليله والديه ويحفظهم ليه',positive,positive,positive,negative,positive,positive,positive,positive,positive
