text,manually_annotated,weighted_by_logisticRegression,weighted_by_none,weighted_by_f1,weighted_by_auc,weighted_by_recall,weighted_by_precision,weighted_by_accuracy,weighted_by_loss
ايوااا لحمدوو الله مين هداهم الله ودخلوه,positive,positive,positive,positive,negative,positive,positive,positive,positive
ضيع راسو براسو للأسف,negative,positive,positive,positive,positive,positive,positive,positive,positive
اول مره كنسمع عليها كتبان زوينه ,positive,positive,positive,positive,positive,positive,positive,positive,positive
 وضروري فينما شي مغربي انا معاه,positive,negative,negative,negative,negative,negative,positive,negative,negative
صافي بدات تعلن الحرب عليا من دبا ,negative,positive,positive,negative,negative,positive,positive,positive,positive
كيرتكب الاخطاء بزاف,negative,positive,positive,positive,positive,positive,positive,positive,positive
واش ناس دير على بحال هادو بلا عقل مساكين,positive,negative,negative,negative,negative,negative,negative,negative,negative
لانك من طبيعتك انسان سافل و لي يدور على سفاله يلقاها الله يحرق لي امثالك شوهتو الدين الاسلامي,negative,positive,positive,negative,negative,negative,negative,negative,negative
الجمال جمال الاخلاق شنو ندير به الى هو زوين و اخلاقو,positive,positive,positive,positive,positive,positive,positive,positive,positive
واخيراا الاعلام قالها زينه,positive,positive,positive,negative,positive,positive,positive,positive,positive
المغاربه وجزائريين دايما جايبين لعز,positive,negative,negative,negative,negative,positive,negative,negative,negative
 وياه حتى انا بحالك فاش سمعتها تصدمت,negative,negative,negative,negative,positive,negative,negative,positive,positive
وزااايدها بساعة الصيفية في فصلالشتاء بغيت لك الغرق في الغرق ,negative,negative,negative,positive,positive,positive,negative,positive,positive
 حنا فرحانين كثر من المصريين ,positive,positive,positive,positive,positive,positive,positive,positive,positive
من حقك تعطي رأيك اخويا ولكن انا شفت مقارنة ب امرابط قديما اللاعب كان نااقص,negative,negative,negative,negative,positive,negative,negative,positive,positive
عبييد من درجة الاولى الله ينعل فلووس لي تخلي بنادم يركع لهااد لقوم,negative,positive,positive,positive,positive,positive,positive,positive,positive
كنتم الافضل احنااا معااكم في الحلووه والمره ندعمكم نساندكم,positive,negative,negative,negative,positive,negative,negative,positive,positive
من بعد ما شفت الوجه الثاني لبعض العرب الجهلاء المنافقين الخبيثين كنت أتمنى لو كانت الصورة حقيقية ويضربو راسهم مع أقرب حيط يلاااااه,negative,positive,positive,positive,positive,positive,positive,positive,positive
بلادي يازين البلدان ,positive,negative,negative,positive,negative,positive,positive,positive,positive
انا كنشجع الفرقة ماشي البراهش,negative,positive,positive,positive,positive,positive,positive,positive,positive
مستهترين للاسف,negative,negative,negative,negative,positive,negative,negative,negative,negative
بالضبط هادا لي قصدت الله يصلح الحال ,positive,positive,positive,positive,positive,positive,positive,positive,positive
الله يقدرك على فعل الخير ختي فاطمة,positive,positive,positive,positive,positive,positive,negative,negative,negative
 الله يدوزها على خير,positive,positive,positive,negative,positive,positive,positive,positive,positive
ان شاء الله غنعاودوها غدا ,positive,positive,positive,positive,negative,positive,positive,negative,positive
واو صراحة شيء جديد أرفع لك القبعة,positive,negative,negative,negative,negative,positive,negative,negative,negative
هو مازال ماعندوش الامكانيات باش يكون مدرب لفرقة كبيرة بحال الراجا,negative,negative,negative,negative,negative,positive,negative,negative,negative
الاستمرارية في الانتصارات مهمة وترفع معنويات اللاعبين الان وصلنا للنقطة وباقي عندنا ماتش مؤجل الا ربحناه غادي نوصلو نقطة في المركز الثاني والمتصدر بعيد علينا بثلاث نقاط الامال قائمة ان شاء الله في تحقيق لقب هذا الموسم ولازال الطريق طويل,positive,negative,negative,negative,negative,negative,negative,negative,negative
ان شاء الله يتم التوقيع معاه اجمل خبر سمعته هذا الصباح,positive,positive,positive,negative,positive,positive,positive,positive,positive
خصك تشوف الطبيب حيت اقدر تكون لاسمح الله عظمة الكتف تحركت من بلاصتها ويكون خصها تثبيت و اكيد الراحة ماتهملهاش حيت لاسمح ممكن تضاعف معاك مستقبلا,positive,negative,negative,negative,negative,negative,negative,negative,negative
المهم يكون البديل المميز حيت البطولة خصها نفس طويييييل,positive,positive,positive,negative,positive,positive,positive,positive,positive
شكرا ليك بزاف اخي عزيز حتى حسابك غني بالمعلومات القيمة و كنتشرف بمتابعتك ,positive,positive,positive,positive,negative,positive,negative,negative,negative
الله يسلمك اخي العزيز ,positive,positive,positive,negative,positive,negative,negative,positive,positive
لا لا بالعكس هكاك افضل من ناحية التكاليف المادية وفنفس الوقت عارفين الحسنية وبركان تبقى كل الاحتمالات واردة لكن ان شاء الله التاهل من نصيب الخضرا,positive,negative,negative,negative,negative,negative,negative,negative,negative
ايييه للاسف,negative,negative,negative,negative,negative,negative,negative,positive,positive
امممممم صراحة واحد الموقف صعيب والتفكير في هادي اللحظة باش تقرر القرار الصحيح لكن اتوقع ان الاعتذار وترك القرار له في التواصل هو الحل الصائب,positive,negative,negative,negative,positive,positive,negative,positive,positive
وهادا القانون الاخرق مكاينش غير في المغرب,negative,positive,positive,positive,positive,positive,positive,positive,positive
لاشكرا على واجب خويا,positive,positive,positive,positive,positive,positive,positive,negative,positive
هادا الحساب الجديد للاخ اسماعيل بعدما توقف حسابو القديم الدعم الدعم يامغاربة ,positive,negative,negative,negative,negative,negative,negative,negative,negative
و نقولك وجهة نظري بصراحة فوزي لقجع من افضل الكفاءات في الكرة المغربية والانتفاضة الأخيرة كانت بسبب عمله واخلاصه لكن لايمكن ان يكون رئيسا لنادي في البطولة الاحترافية وهو رئيسا للجامعة الملكية,positive,negative,negative,negative,positive,negative,positive,positive,positive
انا معاكم تالموت ,positive,negative,negative,negative,negative,negative,negative,negative,negative
الله يستر وصافي راه حتى انا خايف من هادا الشي حيت ديما فمراكش كتكون الاستفزازات وتبدا المشاكل,negative,positive,positive,negative,positive,negative,positive,negative,positive
تعادل اخر بشق الانفس واخر الدقائق مع فريق غير منافس سياسة الترقيع لن تنفع اسي خاريدو,negative,negative,negative,positive,negative,positive,positive,negative,negative
مكنهضرش معاه غير كيعجبني نبين للجاهل المدعي لشيء انه لايفقه شيء فيما يدعي,negative,negative,negative,negative,negative,positive,negative,negative,negative
نتمنى ليك سنة سعيدة عامرة بالنجاح و الانجازات باذن الله ويكون مستقبلك مشرق ,positive,positive,positive,positive,positive,positive,positive,positive,positive
معبرة وحق الله,positive,positive,positive,negative,positive,negative,positive,positive,positive
ربي يبارك فيك ويسعدك ختي الكريمة ,positive,negative,negative,negative,negative,negative,negative,negative,negative
اللهم امين ختي ولك والجميع ,positive,negative,negative,negative,positive,negative,negative,positive,positive
عاجبك الحال,positive,negative,negative,negative,negative,negative,negative,positive,positive
حسبي الله ونعم الوكيل ربي ينتقم وياخد الحق من لي كان السبب فهادا الشي,negative,negative,negative,negative,negative,negative,negative,negative,negative
الله يصلح الحال,positive,positive,positive,positive,negative,positive,positive,negative,positive
حسبي الله ونعم الوكيل همهم غير الفلوس وومسوقينش لبنادم ,negative,positive,positive,negative,positive,positive,positive,positive,positive
من البداية مارتحتش ليه الحاسة السادسة صدقات واقيلا,negative,negative,negative,negative,negative,positive,positive,negative,positive
اعلام ديال الزبل الى الزبل ,negative,negative,negative,negative,positive,positive,negative,positive,positive
ربي يحفظك لي و مايحرمني منك,positive,negative,negative,negative,positive,negative,negative,positive,positive
والشرف لهاد البلاد الكريمة يكون فيها شباب مخلصين بحالك ربي يرفع مقامك اكثر واكثر ,positive,negative,negative,negative,negative,negative,negative,negative,negative
اللهم اميييين ولك مثله واكثر يارب ربي يبارك فيك يارب ه المهم انك شاركتيني الفرحة وهذا شرف كبير ليا ,positive,negative,negative,negative,negative,negative,negative,negative,negative
شكرا بزاف ختي صراحة روعة كلامك لاتوصف ومتابعتك لنا شرف كبير وردك فعلا يدخل السرور والفرح على القلب,positive,negative,negative,negative,positive,negative,negative,positive,negative
شكرا بزاف اخي نادر بارك الله فيك ويوفقك حتى نتا ويسعدك ويكبر بيك ,positive,negative,negative,negative,positive,negative,negative,positive,positive
كان عزيز على الناس بزاف شوفي الردود على تغريداته ونتي تعرفي,positive,positive,positive,positive,positive,positive,positive,positive,positive
شكرا بزاف خويا وربي يبارك فيك ويسعدك ,positive,positive,positive,positive,positive,positive,positive,positive,negative
ربي يسلمك اخي ويحفظك ويحفظ ليك ولدك وتشوفه ان شاء الله في اعلى المراتب وتفرح فيه ان شاء الله يختار الانسب له ويبدع فيه والا كاين اي مساعدة نقدر نقدمها انا على اتم الاستعداد,positive,positive,positive,negative,negative,negative,positive,positive,positive
ربي يخليك هادا حفل تخرجي من ماليزيا,positive,positive,positive,positive,positive,positive,positive,positive,positive
شكرا ختي وردة ربي يبارك فيك ويحفظك ,positive,negative,negative,negative,negative,positive,negative,negative,negative
ياروحي انا انتي الفخر كلو و سبب السعادة والفرح ربي مايحرمني منك ,positive,positive,positive,negative,positive,positive,positive,positive,positive
اخيرا جات التهنئة المنتظرة اللهم ربي يبارك فيك ويحفظك ختي حسنا,positive,negative,negative,negative,positive,positive,negative,positive,positive
للاسف كاين بعض الناس بغاو يديرو الشوهة للبلاد من داخل المغرب وخارجها وعندهم اطماع مشؤومة والبعض كيشدو الفضول باش يشوف الفيديو لي مافيه مايتشاف,negative,positive,positive,positive,positive,positive,positive,positive,positive
كتعجبني بحال هادي المبادرات,positive,positive,positive,positive,positive,positive,positive,positive,positive
الله ينتقم من اللي كان السبب وصافي,negative,negative,negative,negative,positive,positive,negative,positive,positive
الله يهدي ماخلق صراحة شي حاجة كتحشم وحق الله,negative,negative,negative,negative,positive,negative,negative,positive,positive
الله يهدي ماخلق ,positive,negative,negative,negative,positive,positive,negative,positive,positive
للاسف خويا حتى انا تعرضت لهادا الموقف من جروب كاين هنا في تويتر وقالو انفصالي وخائن وماشي مغربي وكل نهار كنشوف نفس الجروب كيتجمعو على حساب معين وكيهاجموه بنفس الطريقة وهوما نفسهم كيلحسو الكابة لشي ناس اخريين وكيقولو هادا على ود الوطن,negative,negative,negative,negative,negative,negative,negative,negative,negative
للاسف المطالبة بحق بسيط باش تزيد البلاد لقدام كتولي خائن انفصالي بلا بلا بلا,negative,negative,negative,negative,positive,positive,negative,positive,positive
ماقلت غير الحق اخويا وداكشي لي كاين ربي يحفظك وبارك الله فيك,positive,positive,positive,positive,positive,positive,positive,positive,positive
الله ينجينا من العنصرية ختي,positive,negative,negative,negative,positive,negative,negative,negative,positive
 ربي يحفظك خويا ويكثر من امثالك ماتوصيش حريصة راه تبارك الله عليها انسانة بعقل راجح وشخصية رزينة وقلب بريئ ابيض اشكرك على كلامك الرائع واتمنى من الله ان يكتب التوفيق ويكرمك ويرزقك من واسع ابوابه,positive,positive,positive,positive,positive,positive,positive,positive,positive
الله يجمعنا ولا يفرقنا وهادا الضحك ماعندو حتى معنى والله الا حشومة,negative,positive,positive,negative,positive,positive,positive,positive,negative
للاسف شفنا بزاف ديال الضحك والنكت هادي اليومين و شي ناس زادو فيه وبزاف صراحة من البداية معاجبنيش الموضوع حشومة,negative,positive,positive,positive,positive,positive,positive,positive,positive
قريت واحد التغريدة عجباتني الضحك على الشلوح جائز وغير ضاحكين اما الضحك على العرب عنصرية وقلة ادب اكره هذا النوع من الضحك,negative,negative,negative,negative,positive,positive,negative,positive,positive
ياسلام على التقوى الايمان بيشع والله,positive,negative,negative,negative,positive,positive,negative,positive,negative
ربي يبارك فيك خالتي اللهم امين وان شاء الله تفرحي بتخرج شيماء ,positive,negative,negative,negative,positive,negative,negative,positive,positive
جميلة بشكلها شيء يبعث على الجمال وبس,positive,negative,negative,negative,positive,negative,negative,positive,positive
للاسف هذا هو الوضع الله يصلح حالنا,negative,positive,positive,positive,positive,positive,positive,positive,positive
بصراحة هيا لي خلاتني نتراجع عن هداك القرار بعد ما سولات ناس في المجال وطلعنا بهادي النتيجة للاسف في بلادنا مكاينش فرصة لينا حاليا,negative,positive,positive,positive,positive,positive,positive,positive,positive
 ثقة مبالغ فيها,negative,positive,positive,positive,positive,positive,positive,positive,positive
الله يدير تاويل الخير الله يلعن مصالحهم لي على ودها كيفيقو الدراري مع الظلام في عز البرد,negative,negative,negative,negative,negative,negative,negative,negative,positive
الله يرفع عنها الضرر والباس ويلبسها ثوب الصحة والقوة ان شاء الله كلشي غيدوز على خير,positive,negative,negative,negative,positive,positive,negative,positive,positive
 لا اطلاقا صديقي لن استفز بالعكس الجزايريين خوتنا وحبايبنا وخاوا ,positive,negative,negative,negative,negative,negative,negative,negative,negative
الله يستر من هادي الحكومة والتخربيق ديالها,negative,positive,positive,negative,negative,positive,positive,negative,positive
الله ياخد فيهم الحق,negative,positive,positive,positive,negative,positive,positive,negative,positive
صلي بخشوع و تعطلي في السجود و قولي داكشي لي فخاطرك و غتبكي دغيا وغتخرج ديك الطاقة السلبية والخنقة لي حاسة بيها,positive,positive,positive,positive,positive,positive,positive,positive,positive
صحيح يقدر تغير نتيجة في لماتش ولكن هاذ شي مكيمنعش اننا نتفائلو ونفرحو بصدارة وليس البطولة حيت مزال عليها لحال,positive,positive,positive,negative,negative,negative,positive,negative,negative
اووك نتمنى يعجبك فيلمي لاني معجبة بييه بزااف,positive,negative,negative,negative,negative,negative,negative,negative,negative
للاسف بزاف من شبابنا تعبيرهم زييرو و طريقتهم في التعبير غالبا متدنية ان لم نقل ساقطة,negative,positive,positive,positive,positive,positive,negative,positive,positive
الله ايكثر خيرها فالحقيقة خاصنا شي بحال هاد السيدة باش لبلاد تزيد للقدام,positive,positive,positive,positive,positive,positive,positive,positive,positive
متنصدعش راسي نفهم شي ناس للي مستواهم المعرفي تافه و ضعيف,negative,positive,positive,positive,positive,positive,negative,positive,positive
الله يرضي عليك,positive,positive,positive,positive,positive,positive,positive,positive,positive
الله يرحمهم كاملين جدي وجداتي ويرحم جميع المسلمين ,positive,positive,positive,positive,positive,positive,positive,positive,positive
مغليش صبري الله يهدي ما خلق,positive,negative,negative,negative,negative,negative,negative,negative,negative
هاد لفقيه خطار والله,negative,positive,positive,positive,positive,positive,positive,positive,positive
الله يحفظك خويا ,positive,positive,positive,positive,positive,positive,positive,positive,positive
وعليكم السلام اي سرفيس مرحبا,positive,negative,negative,negative,positive,positive,positive,positive,positive
أحس تعبير ممكن تنهي بيه أي جدال,positive,positive,positive,negative,positive,positive,positive,positive,positive
راني عارف عندي الثقة فيك والله ,positive,positive,positive,positive,positive,positive,positive,positive,positive
ترحب بيك الجنة,positive,positive,positive,negative,negative,positive,positive,negative,positive
لللاسف هاد الماتش لي كان غادي نتاهلو للدور المقبل ,negative,negative,negative,negative,negative,negative,negative,positive,positive
انا كينفعني الندم باش مرة اخرى منكررهاش ومنندمش ,positive,negative,negative,negative,negative,negative,negative,negative,negative
مبروك الله يوفقها و يسهل ليها الامور ,positive,negative,negative,negative,positive,negative,negative,positive,positive
عندك الحق وخير دليل اليوفي والباييرن الكورة غدارة اليوم ,positive,negative,negative,negative,negative,negative,negative,positive,positive
مول النية يربح بركة عليك هذا اوصافي ,positive,negative,negative,negative,negative,negative,negative,positive,positive
اودي والله الا المتعة فهاد الوقت وسمحو لينا على الازعاج ,positive,positive,positive,positive,positive,positive,positive,positive,positive
كلشي زوين فهاد الوقت ,positive,negative,negative,negative,negative,negative,positive,negative,negative
 كنت درتهالو هدية وعجبات ليه الاصل ديالو غير لوجه ديال طوغوموري ,positive,positive,positive,negative,positive,positive,positive,positive,positive
 هادي احسن,positive,positive,positive,negative,negative,positive,positive,negative,negative
اوا كل واحد والذوق ديالو وكل واحد والطريقة لي كتعحب ليه انا كيعجبني متعة الذوق فهاد اتاي منقدرش نبدلو ,positive,negative,negative,negative,negative,negative,positive,negative,negative
الله يبارك فيك خويا ابوليناس ديما كاين المعنى من المعنويات وخا شي خطرات خارج النطاق ,positive,positive,positive,negative,positive,positive,negative,positive,positive
ديما مرتاح ,positive,negative,negative,negative,negative,negative,positive,positive,positive
برافو الاصدقاء و الصديقات بفرع تمارة لجمعية باطلاق الاذاعة الجمعوية بمدينة تمارة هنيئا لنا بهذا المولود الجديد و كل التوفيق في رسالتكم الإعلامية,positive,negative,negative,negative,negative,negative,negative,negative,negative
الانفلات الامني بسلا ولى تيخلع شكون المسؤول على المصائب ,negative,negative,negative,positive,positive,positive,negative,positive,positive
لسنا الوحيدين و لكن حنا الواعرين,positive,positive,positive,positive,positive,positive,positive,positive,positive
تعازي الحارة للصديقات و و و نعمة في وفاة جدتهن الله يبدل المحبة بالصبر,positive,positive,positive,positive,positive,positive,positive,positive,positive
زوينين عندي سبعة,positive,positive,positive,positive,positive,positive,positive,positive,positive
فين غبرتي توحشتك,positive,negative,negative,negative,positive,positive,negative,positive,negative
نت واعر بزاف سامو قدوتي,positive,positive,positive,positive,positive,positive,positive,positive,positive
شفت التويتات دولك اليوم روعة ,positive,positive,positive,positive,positive,positive,positive,positive,positive
 ايه التواضع دا,positive,negative,negative,negative,negative,negative,negative,negative,negative
متبقاش تدافع عليه راه منو الخطأ,negative,negative,negative,negative,negative,negative,negative,negative,negative
ديما رابح,positive,negative,negative,negative,positive,positive,positive,positive,positive
كولشي باغي فيك الخدمة ,negative,negative,negative,negative,negative,negative,positive,negative,negative
الله افرحك يا بو قلب طيب ,positive,positive,positive,positive,positive,positive,positive,positive,positive
الحمد الله وانت فين غبورك,positive,positive,positive,negative,positive,positive,positive,positive,positive
حتى انا مخلوعة منها الله استر ,negative,positive,positive,positive,negative,positive,positive,negative,positive
امين ميكون باس عندك انا الحمد الله فلت ,positive,negative,negative,negative,positive,positive,negative,positive,positive
إنشاء الله خير خويا القايد,positive,positive,positive,negative,negative,positive,positive,negative,negative
شكرا فوجتيها عليا,positive,positive,positive,positive,negative,positive,positive,positive,positive
الله كيلطف بينا الحمد الله ,positive,negative,negative,negative,negative,negative,negative,negative,negative
الله احفظك سي يونس وخلي ليك ما اعز عندكصباحك مبروك صديقي,positive,positive,positive,positive,positive,positive,positive,positive,positive
حزينة بزاف وصلت الحد الاقصى ,negative,positive,positive,positive,positive,positive,positive,positive,positive
جاهلة هدي محال تكون ولداتو,negative,positive,positive,negative,positive,positive,positive,positive,positive
داكشي لي بغينا شكرا ,positive,negative,negative,negative,negative,negative,negative,negative,negative
مزيان ملي تكون المعنويات مرتفعة اليوم كيدوز زوين انا الحمد الله كل تمام,positive,negative,negative,negative,negative,negative,negative,negative,negative
ماشي كل الناس عندهم الوعي للاسف الشديد,negative,positive,positive,positive,positive,positive,positive,positive,positive
سير عطيني التساع ما متبعاك ما متبعني ا وقر عليك الناس,negative,positive,positive,positive,positive,positive,positive,positive,positive
الله ارد بيك وزن هضرتك راك فتي الحدود,negative,negative,negative,negative,negative,positive,negative,negative,positive
عندو المهارة,positive,positive,positive,positive,positive,positive,positive,positive,positive
عادل المسامحة صديقي,positive,negative,negative,negative,positive,negative,negative,positive,positive
الجانب الثقافي قليل مكتستتمر فيه والدولة آخر همها,negative,positive,positive,negative,positive,negative,negative,positive,positive
حتى انا توحشتك بزاف نقدر نجي فالرببع انشاء الله ,positive,positive,positive,positive,positive,positive,positive,positive,positive
حتى حنا غير كنضحكو,positive,positive,positive,positive,positive,positive,positive,positive,positive
هد التصويرة جات واعرة يا فنان بصحتك أبا التراب,positive,negative,negative,negative,negative,negative,negative,negative,negative
صافي مسكينة غدي تعقد فحياتها,negative,positive,positive,negative,positive,positive,positive,positive,positive
الزهر ديالهم لا يعلا عليه,positive,positive,positive,negative,negative,positive,positive,negative,positive
عيد ميلاد سعيد الله احفظو,positive,negative,negative,negative,negative,negative,negative,negative,negative
الله يحفظك و يعطيك الصحة,positive,negative,negative,negative,negative,negative,negative,negative,negative
من الامور اللي كا تفقس فهاد البلد السعيد انعدام تواصل الدولة في شخص وزير الاتصال مع المواطن ما عطونا معلومات على فين وصل آفة انفلونزا الخنازير و ما عاودش ذكرو الحمى القلاعية كانت الامور تحت السيطرة مرحبا كانت خارج السيطرة نضاعفو الجهود,negative,negative,negative,negative,negative,negative,negative,negative,negative
الله يوقف معاك آ الضرافات و يغلبك على الزمان,positive,positive,positive,negative,positive,negative,negative,positive,positive
ما شفتي والو و لكن الحمد لله تعلمنا بزاف د الحوايج,positive,negative,negative,negative,negative,negative,positive,negative,negative
الله اكبر نسولو فيه نديرو معاه الصواب,positive,negative,negative,negative,negative,positive,negative,negative,negative
الله يجازيك بخير,positive,negative,negative,negative,negative,negative,negative,negative,negative
نعقل عليهم كيف خلاقو كبرو تبارك الله ,positive,negative,negative,negative,negative,negative,negative,negative,negative
واقيلا عندك الحق ,positive,negative,negative,negative,positive,negative,negative,negative,negative
انا معنديش مشكل فالتعريف بهاد النوع ديال المبادرات بدون قراءة النوايا غي ميكونش التغليط,positive,positive,positive,negative,positive,positive,positive,negative,negative
اودي غي دير مزيان و الرحيم الله,positive,positive,positive,positive,positive,positive,negative,positive,positive
متافق معاك ,positive,positive,positive,negative,negative,negative,negative,negative,negative
الله يعاونك و يكمل عليك بخير,positive,positive,positive,positive,positive,positive,positive,positive,positive
تحليل واعر ,positive,negative,negative,negative,positive,negative,negative,negative,positive
اودي تنظن أن الهزالة لي دارت هادشي و الردائة,negative,positive,positive,positive,positive,positive,positive,positive,positive
الله يوصلك على خير,positive,negative,negative,positive,negative,positive,negative,negative,positive
امين ربي يخليك,positive,negative,negative,negative,negative,negative,negative,positive,positive
غير ضاحكة ,positive,positive,positive,positive,positive,positive,positive,positive,positive
امين يا ربي واخا,positive,negative,negative,negative,negative,negative,negative,negative,negative
واخا شكرا,positive,positive,positive,positive,positive,positive,positive,positive,positive
الله يجيب الشفا,positive,negative,negative,negative,negative,negative,positive,positive,positive
امين و حتى نتي ,positive,negative,negative,negative,negative,negative,negative,negative,negative
كانبقا نكحب حتى كانحس بالروح غادي تخرج المسامحة ا الخوت ,negative,negative,negative,negative,negative,negative,negative,negative,negative
امين و ليك حتى نتا,positive,positive,positive,positive,positive,positive,positive,negative,negative
شكرا الله يحفظك,positive,negative,negative,negative,negative,negative,negative,negative,negative
سمحولينا ,positive,negative,negative,negative,negative,negative,negative,negative,negative
زوينة ,positive,negative,negative,negative,positive,positive,negative,positive,positive
لا لا الله يحفظ,negative,negative,negative,negative,negative,negative,negative,negative,positive
 ماتقولهاش,negative,positive,positive,negative,negative,negative,negative,positive,positive
 ياك بعدا شكرا شكرا,positive,negative,negative,negative,negative,negative,negative,negative,positive
ماضحكوش ,negative,positive,positive,positive,positive,positive,positive,positive,positive
 هانيا بصحتك ,positive,negative,negative,negative,positive,positive,negative,positive,positive
الله يحفظك,positive,negative,negative,negative,negative,negative,negative,negative,negative
الله يخلي لينا المغرب ديالنا لي حسن من اوروبا ,positive,negative,negative,negative,negative,negative,negative,negative,negative
امين ربي يخليك ,positive,positive,positive,positive,positive,positive,positive,positive,positive
الله يحفظك ,positive,negative,negative,negative,positive,positive,negative,positive,positive
ياك بعدا اوا الحمد لله بالشفا ان شاء الله ,positive,positive,positive,positive,negative,positive,positive,negative,positive
الله يجيب الشفا,positive,negative,negative,negative,positive,negative,positive,positive,positive
امين ميرسي و انت كيف حالك,positive,positive,positive,positive,positive,positive,positive,positive,positive
لقد ضربني البرد و الحمد لله ,positive,positive,positive,positive,positive,positive,positive,positive,positive
صباح الورد ختي ,positive,positive,positive,negative,positive,negative,positive,positive,positive
الله يشافيك ,positive,negative,negative,negative,positive,positive,negative,positive,positive
الله يسخر ,positive,negative,negative,positive,positive,positive,positive,positive,positive
الله يحفظك ,positive,negative,negative,negative,negative,negative,negative,negative,negative
ان شاء الله يتحقق ,positive,negative,negative,negative,negative,negative,negative,negative,negative
ماكيناش مع الاسف,negative,negative,negative,negative,positive,positive,negative,positive,positive
غاتشجع الريال طبعا ياك ,positive,negative,negative,negative,negative,positive,negative,negative,negative
الله يسلمك,positive,positive,positive,negative,positive,positive,positive,positive,positive
غير الدنيا و صافي سول فيك الخير و الرباح ,positive,negative,negative,negative,negative,positive,negative,positive,negative
فهمتي غلط ,negative,negative,negative,negative,positive,positive,negative,positive,positive
سمحولينا ,positive,positive,positive,negative,positive,negative,positive,positive,positive
بزاف,positive,positive,positive,positive,positive,positive,positive,positive,positive
الله يحفظك,positive,positive,positive,positive,positive,positive,positive,positive,positive
الله يحفظك,positive,positive,positive,negative,positive,negative,positive,negative,positive
الله يحفظك ,positive,positive,positive,negative,positive,positive,positive,positive,positive
 الله يكبر بيك,positive,negative,negative,negative,negative,negative,negative,negative,negative
مزيانة ,positive,negative,negative,negative,negative,negative,negative,negative,negative
الله يحفظك ,positive,positive,positive,positive,positive,positive,positive,positive,positive
 الله يكبر بيك,positive,positive,positive,negative,positive,negative,negative,positive,positive
زوين ,positive,negative,negative,negative,negative,negative,negative,positive,positive
ديجا قريتها الله يخليكم لبعضياتكم و يخلي ليكم الوليدات و يرزقك ياسمين ,positive,positive,positive,positive,positive,positive,positive,positive,positive
 فعايل و نص گالاك,positive,negative,negative,negative,negative,negative,positive,negative,negative
سير الله يمسخك قول امين,negative,positive,positive,positive,positive,positive,positive,positive,positive
وراني نصرت ختي ظالمة او مظلومة ,positive,positive,positive,negative,positive,positive,negative,positive,positive
تستاهل ,positive,negative,negative,positive,negative,positive,negative,negative,negative
عندي انا الحمد لله ,positive,negative,negative,negative,negative,positive,negative,negative,negative
بففف عيد ميلاد سعيد بعدا واخا معطلة ,positive,negative,negative,negative,negative,negative,negative,negative,negative
الله يحفظك ,positive,negative,negative,negative,negative,negative,positive,negative,negative
الله يكمل عليها و عليك ,positive,negative,negative,negative,positive,negative,negative,negative,negative
يا سلام روعة,positive,positive,positive,positive,positive,positive,positive,positive,positive
اش هاد الباطل ,negative,negative,negative,negative,negative,negative,negative,negative,negative
 الله يكبر بيك شكرا,positive,negative,negative,negative,positive,negative,positive,positive,positive
 نعلي الشيطان و جمعة مباركة ,positive,negative,negative,negative,positive,negative,negative,positive,positive
صافي ها انا نتفاءل ,positive,negative,negative,negative,positive,negative,negative,positive,positive
الله يكون ف العون حاسة بيك ,positive,positive,positive,negative,positive,positive,positive,positive,positive
العفو ,positive,positive,positive,positive,positive,positive,positive,positive,positive
الله يسخر ليك و بلا ازمة ا سيدي ,positive,negative,negative,negative,positive,negative,negative,positive,positive
الله يسخر ليك,positive,negative,negative,negative,negative,negative,negative,negative,negative
يقلب ومايستسلمش و غادي يلقا ان شاء الله ,positive,positive,positive,positive,positive,positive,positive,positive,positive
سمحي لينا نتي مانعاودوش,positive,negative,negative,negative,negative,negative,negative,negative,negative
ماتعيرش الله يخليك المهم هو الاخلاق و الهندسة ,positive,negative,negative,negative,negative,negative,negative,negative,negative
واخا ا سيدي,positive,positive,positive,positive,negative,positive,positive,positive,positive
 الله يحفظك,positive,positive,positive,positive,positive,positive,positive,positive,positive
الله يكبر بيك,positive,negative,negative,negative,negative,negative,negative,negative,negative
الله يحفظك ماعنديش فكرة والله اعلم عموما شكرا بزاف جواد,positive,negative,negative,negative,positive,positive,positive,negative,negative
اوك جواد شكرا,positive,negative,negative,negative,negative,negative,negative,negative,negative
شي شهر عسل هنا ,positive,negative,negative,positive,positive,positive,negative,positive,positive
 يا اسطورة انت,positive,negative,negative,negative,negative,negative,negative,negative,negative
اوا صافي هي متافقين ,positive,positive,positive,positive,positive,positive,positive,positive,positive
 ماتفقصنيش ,negative,negative,negative,negative,negative,negative,negative,positive,positive
الله يسر ليك,positive,negative,negative,negative,positive,positive,negative,positive,positive
 وي راك شاد الحساب الحمد لله,positive,negative,negative,negative,positive,negative,negative,negative,negative
 اوا الله يجيب الخير,positive,negative,negative,negative,negative,negative,negative,positive,positive
الله يحفظك ,positive,positive,positive,positive,positive,positive,positive,positive,positive
 على سلامتك,positive,negative,negative,negative,negative,negative,positive,negative,negative
 ناشط و عايش اللحظة ,positive,negative,negative,negative,negative,negative,negative,positive,negative
نتا تعرف كثر طبعا,positive,negative,negative,negative,positive,negative,negative,positive,positive
الله يكون ف العون غير حاولي راك زوينة خارجيا و داخليا ,positive,negative,negative,positive,negative,positive,positive,positive,positive
